Year,Sex,Age,Nacionalidad,Disability,Province,County,Municipality,Units,GeoCode,Value
2023,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,16.4
2016,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,35.0
2017,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,24.9
2015,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,41.0
2021,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,18.3
2024,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,12.1
2013,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,43.8
2010,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,27.8
2018,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,14.8
2020,,16-24 years,,,Araba/Álava,,,%,Araba/Álava,32.9
2020,,16-24 years,,,Bizkaia,,,%,Bizkaia,24.9
2014,,16-24 years,,,Bizkaia,,,%,Bizkaia,40.8
2021,,16-24 years,,,Bizkaia,,,%,Bizkaia,22.5
2018,,16-24 years,,,Bizkaia,,,%,Bizkaia,25.8
2017,,16-24 years,,,Bizkaia,,,%,Bizkaia,24.4
2024,,16-24 years,,,Bizkaia,,,%,Bizkaia,16.7
2016,,16-24 years,,,Bizkaia,,,%,Bizkaia,31.5
2012,,16-24 years,,,Bizkaia,,,%,Bizkaia,33.5
2022,,16-24 years,,,Bizkaia,,,%,Bizkaia,26.2
2019,,16-24 years,,,Bizkaia,,,%,Bizkaia,24.3
2011,,16-24 years,,,Bizkaia,,,%,Bizkaia,26.5
2013,,16-24 years,,,Bizkaia,,,%,Bizkaia,40.6
2010,,16-24 years,,,Bizkaia,,,%,Bizkaia,27.7
2015,,16-24 years,,,Bizkaia,,,%,Bizkaia,38.1
2023,,16-24 years,,,Bizkaia,,,%,Bizkaia,23.2
2024,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,8.8
2015,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,30.4
2010,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,18.5
2011,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,20.1
2020,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,21.7
2018,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,14.9
2023,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,10.3
2021,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,22.9
2014,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,34.2
2013,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,33.1
2012,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,30.1
2022,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,14.1
2017,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,13.5
2016,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,24.9
2019,,16-24 years,,,Gipuzkoa,,,%,Gipuzkoa,14.9
2022,,16-29 years,,,,,,%,,15.1
2011,,16-29 years,,,,,,%,,19.1
2019,,16-29 years,,,,,,%,,18.1
2012,,16-29 years,,,,,,%,,23.0
2016,,16-29 years,,,,,,%,,24.3
2015,,16-29 years,,,,,,%,,28.4
2014,,16-29 years,,,,,,%,,29.5
2017,,16-29 years,,,,,,%,,17.0
2021,,16-29 years,,,,,,%,,17.4
2013,,16-29 years,,,,,,%,,29.0
2024,,16-29 years,,,,,,%,,10.8
2020,,16-29 years,,,,,,%,,21.8
2023,,16-29 years,,,,,,%,,12.6
2010,,16-29 years,,,,,,%,,18.4
2018,,16-29 years,,,,,,%,,15.6
2015,,25-34 years,,,,,,%,,17.4
2017,,25-34 years,,,,,,%,,12.4
2021,,25-34 years,,,,,,%,,11.5
2019,,25-34 years,,,,,,%,,10.5
2024,,25-34 years,,,,,,%,,8.0
2012,,25-34 years,,,,,,%,,13.0
2022,,25-34 years,,,,,,%,,8.6
2013,,25-34 years,,,,,,%,,16.4
2018,,25-34 years,,,,,,%,,11.0
2020,,25-34 years,,,,,,%,,12.2
2023,,25-34 years,,,,,,%,,8.7
2014,,25-34 years,,,,,,%,,17.9
2016,,25-34 years,,,,,,%,,15.4
2010,,25-34 years,,,,,,%,,9.5
2011,,25-34 years,,,,,,%,,12.0
2019,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,11.5
2016,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,15.0
2021,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,12.0
2015,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,16.0
2012,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,10.6
2018,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,12.7
2013,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,16.4
2023,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,9.4
2011,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,8.1
2024,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,8.7
2014,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,18.8
2017,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,11.6
2020,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,12.2
2022,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,9.5
2010,,25-34 years,,,Araba/Álava,,,%,Araba/Álava,11.0
2013,,25-34 years,,,Bizkaia,,,%,Bizkaia,18.2
2014,,25-34 years,,,Bizkaia,,,%,Bizkaia,19.3
2016,,25-34 years,,,Bizkaia,,,%,Bizkaia,17.0
2019,,25-34 years,,,Bizkaia,,,%,Bizkaia,11.5
2012,,25-34 years,,,Bizkaia,,,%,Bizkaia,16.2
2010,,25-34 years,,,Bizkaia,,,%,Bizkaia,10.2
2022,,25-34 years,,,Bizkaia,,,%,Bizkaia,8.9
2023,,25-34 years,,,Bizkaia,,,%,Bizkaia,8.4
2015,,25-34 years,,,Bizkaia,,,%,Bizkaia,19.1
2021,,25-34 years,,,Bizkaia,,,%,Bizkaia,13.4
2018,,25-34 years,,,Bizkaia,,,%,Bizkaia,11.9
2011,,25-34 years,,,Bizkaia,,,%,Bizkaia,15.1
2017,,25-34 years,,,Bizkaia,,,%,Bizkaia,13.7
2020,,25-34 years,,,Bizkaia,,,%,Bizkaia,14.0
2024,,25-34 years,,,Bizkaia,,,%,Bizkaia,8.4
2024,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,7.0
2019,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,8.2
2017,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,10.6
2014,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,15.4
2018,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,8.9
2012,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,8.6
2011,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,8.8
2020,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,9.2
2021,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,8.2
2013,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,13.5
2015,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,15.3
2023,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,8.9
2016,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,13.0
2010,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,7.8
2022,,25-34 years,,,Gipuzkoa,,,%,Gipuzkoa,7.8
2023,,35 years and over,,,,,,%,,6.1
2024,,35 years and over,,,,,,%,,6.3
2010,,35 years and over,,,,,,%,,6.4
2018,,35 years and over,,,,,,%,,9.1
2011,,35 years and over,,,,,,%,,7.5
2022,,35 years and over,,,,,,%,,7.3
2013,,35 years and over,,,,,,%,,11.0
2017,,35 years and over,,,,,,%,,10.0
2020,,35 years and over,,,,,,%,,7.6
2014,,35 years and over,,,,,,%,,11.5
2016,,35 years and over,,,,,,%,,10.6
2019,,35 years and over,,,,,,%,,8.2
2021,,35 years and over,,,,,,%,,7.6
2015,,35 years and over,,,,,,%,,11.8
2012,,35 years and over,,,,,,%,,8.3
2014,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,12.1
2021,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,8.6
2010,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,5.7
2016,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,10.9
2017,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,11.1
2018,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,9.3
2019,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,8.7
2023,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,5.6
2011,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,5.3
2020,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,7.2
2024,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,6.1
2012,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,6.2
2022,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,9.0
2015,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,13.8
2013,,35 years and over,,,Araba/Álava,,,%,Araba/Álava,10.0
2016,,35 years and over,,,Bizkaia,,,%,Bizkaia,12.0
2013,,35 years and over,,,Bizkaia,,,%,Bizkaia,12.6
2015,,35 years and over,,,Bizkaia,,,%,Bizkaia,12.8
2020,,35 years and over,,,Bizkaia,,,%,Bizkaia,8.9
2022,,35 years and over,,,Bizkaia,,,%,Bizkaia,8.0
2010,,35 years and over,,,Bizkaia,,,%,Bizkaia,7.2
2014,,35 years and over,,,Bizkaia,,,%,Bizkaia,12.6
2021,,35 years and over,,,Bizkaia,,,%,Bizkaia,8.3
2024,,35 years and over,,,Bizkaia,,,%,Bizkaia,7.6
2019,,35 years and over,,,Bizkaia,,,%,Bizkaia,9.6
2023,,35 years and over,,,Bizkaia,,,%,Bizkaia,7.5
2018,,35 years and over,,,Bizkaia,,,%,Bizkaia,10.6
2011,,35 years and over,,,Bizkaia,,,%,Bizkaia,9.0
2017,,35 years and over,,,Bizkaia,,,%,Bizkaia,11.3
2012,,35 years and over,,,Bizkaia,,,%,Bizkaia,9.8
2015,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,9.1
2010,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,5.5
2011,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,6.0
2020,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,5.9
2024,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,4.4
2014,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,9.6
2017,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,7.6
2016,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,8.1
2023,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,4.2
2021,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,6.0
2019,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,5.8
2022,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,5.4
2012,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,6.9
2018,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,6.5
2013,,35 years and over,,,Gipuzkoa,,,%,Gipuzkoa,8.8
2014,Female,,,,,,,%,,15.9
2010,Female,,,,,,,%,,8.6
2022,Female,,,,,,,%,,9.1
2021,Female,,,,,,,%,,10.2
2020,Female,,,,,,,%,,10.7
2015,Female,,,,,,,%,,15.5
2024,Female,,,,,,,%,,7.8
2016,Female,,,,,,,%,,13.9
2017,Female,,,,,,,%,,12.3
2012,Female,,,,,,,%,,11.4
2018,Female,,,,,,,%,,11.3
2013,Female,,,,,,,%,,14.4
2019,Female,,,,,,,%,,10.7
2011,Female,,,,,,,%,,10.3
2023,Female,,,,,,,%,,8.0
2023,Female,,,,,,Abadiño,%,Abadiño,9.7
2016,Female,,,,,,Abadiño,%,Abadiño,14.6
2015,Female,,,,,,Abadiño,%,Abadiño,14.4
2021,Female,,,,,,Abadiño,%,Abadiño,11.9
2010,Female,,,,,,Abadiño,%,Abadiño,10.0
2019,Female,,,,,,Abadiño,%,Abadiño,10.2
2022,Female,,,,,,Abadiño,%,Abadiño,10.3
2018,Female,,,,,,Abadiño,%,Abadiño,12.2
2020,Female,,,,,,Abadiño,%,Abadiño,9.7
2019,Female,,,,,,Abaltzisketa,%,Abaltzisketa,6.0
2018,Female,,,,,,Abaltzisketa,%,Abaltzisketa,14.1
2016,Female,,,,,,Abaltzisketa,%,Abaltzisketa,11.5
2021,Female,,,,,,Abaltzisketa,%,Abaltzisketa,5.6
2010,Female,,,,,,Abaltzisketa,%,Abaltzisketa,10.9
2020,Female,,,,,,Abaltzisketa,%,Abaltzisketa,4.2
2022,Female,,,,,,Abaltzisketa,%,Abaltzisketa,1.4
2023,Female,,,,,,Abaltzisketa,%,Abaltzisketa,2.9
2015,Female,,,,,,Abaltzisketa,%,Abaltzisketa,7.8
2020,Female,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,14.0
2022,Female,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,14.0
2019,Female,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,14.7
2016,Female,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,19.2
2010,Female,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,8.9
2018,Female,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,15.9
2021,Female,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,15.7
2015,Female,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,17.7
2023,Female,,,,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,11.7
2021,Female,,,,,,Aduna,%,Aduna,2.6
2010,Female,,,,,,Aduna,%,Aduna,6.5
2022,Female,,,,,,Aduna,%,Aduna,3.4
2020,Female,,,,,,Aduna,%,Aduna,4.4
2015,Female,,,,,,Aduna,%,Aduna,18.2
2023,Female,,,,,,Aduna,%,Aduna,0.8
2019,Female,,,,,,Aduna,%,Aduna,3.6
2016,Female,,,,,,Aduna,%,Aduna,11.1
2018,Female,,,,,,Aduna,%,Aduna,5.5
2018,Female,,,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,17.3
2023,Female,,,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,13.3
2019,Female,,,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,17.6
2010,Female,,,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,10.0
2021,Female,,,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,18.4
2022,Female,,,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,15.4
2020,Female,,,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,18.4
2016,Female,,,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,19.1
2015,Female,,,,,,Agurain/Salvatierra,%,Agurain/Salvatierra,18.8
2021,Female,,,,,,Aia,%,Aia,8.5
2019,Female,,,,,,Aia,%,Aia,7.0
2020,Female,,,,,,Aia,%,Aia,6.8
2010,Female,,,,,,Aia,%,Aia,7.2
2018,Female,,,,,,Aia,%,Aia,9.4
2015,Female,,,,,,Aia,%,Aia,10.8
2023,Female,,,,,,Aia,%,Aia,6.9
2022,Female,,,,,,Aia,%,Aia,6.1
2016,Female,,,,,,Aia,%,Aia,9.5
2023,Female,,,,,,Aizarnazabal,%,Aizarnazabal,8.4
2020,Female,,,,,,Aizarnazabal,%,Aizarnazabal,11.4
2019,Female,,,,,,Aizarnazabal,%,Aizarnazabal,12.7
2016,Female,,,,,,Aizarnazabal,%,Aizarnazabal,21.8
2010,Female,,,,,,Aizarnazabal,%,Aizarnazabal,10.8
2015,Female,,,,,,Aizarnazabal,%,Aizarnazabal,16.8
2022,Female,,,,,,Aizarnazabal,%,Aizarnazabal,12.5
2018,Female,,,,,,Aizarnazabal,%,Aizarnazabal,15.3
2021,Female,,,,,,Aizarnazabal,%,Aizarnazabal,14.4
2016,Female,,,,,,Ajangiz,%,Ajangiz,4.5
2023,Female,,,,,,Ajangiz,%,Ajangiz,5.5
2019,Female,,,,,,Ajangiz,%,Ajangiz,3.4
2010,Female,,,,,,Ajangiz,%,Ajangiz,4.6
2020,Female,,,,,,Ajangiz,%,Ajangiz,7.0
2018,Female,,,,,,Ajangiz,%,Ajangiz,2.6
2022,Female,,,,,,Ajangiz,%,Ajangiz,8.4
2015,Female,,,,,,Ajangiz,%,Ajangiz,9.3
2021,Female,,,,,,Ajangiz,%,Ajangiz,5.0
2015,Female,,,,,,Albiztur,%,Albiztur,1.4
2023,Female,,,,,,Albiztur,%,Albiztur,1.4
2022,Female,,,,,,Albiztur,%,Albiztur,4.3
2019,Female,,,,,,Albiztur,%,Albiztur,4.4
2020,Female,,,,,,Albiztur,%,Albiztur,4.3
2021,Female,,,,,,Albiztur,%,Albiztur,4.5
2016,Female,,,,,,Albiztur,%,Albiztur,7.4
2010,Female,,,,,,Albiztur,%,Albiztur,6.2
2018,Female,,,,,,Albiztur,%,Albiztur,4.5
2019,Female,,,,,,Alegia,%,Alegia,11.9
2020,Female,,,,,,Alegia,%,Alegia,10.9
2015,Female,,,,,,Alegia,%,Alegia,14.7
2016,Female,,,,,,Alegia,%,Alegia,19.6
2021,Female,,,,,,Alegia,%,Alegia,13.4
2018,Female,,,,,,Alegia,%,Alegia,13.7
2010,Female,,,,,,Alegia,%,Alegia,10.1
2022,Female,,,,,,Alegia,%,Alegia,9.6
2023,Female,,,,,,Alegia,%,Alegia,10.5
2020,Female,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,10.8
2022,Female,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,12.4
2015,Female,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,13.5
2010,Female,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,9.9
2023,Female,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,9.4
2018,Female,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,12.6
2019,Female,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,12.8
2021,Female,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,13.4
2016,Female,,,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,14.6
2010,Female,,,,,,Alkiza,%,Alkiza,7.1
2022,Female,,,,,,Alkiza,%,Alkiza,8.5
2015,Female,,,,,,Alkiza,%,Alkiza,11.0
2023,Female,,,,,,Alkiza,%,Alkiza,10.0
2021,Female,,,,,,Alkiza,%,Alkiza,10.5
2020,Female,,,,,,Alkiza,%,Alkiza,7.5
2016,Female,,,,,,Alkiza,%,Alkiza,12.3
2019,Female,,,,,,Alkiza,%,Alkiza,12.8
2018,Female,,,,,,Alkiza,%,Alkiza,8.6
2015,Female,,,,,,Alonsotegi,%,Alonsotegi,18.0
2018,Female,,,,,,Alonsotegi,%,Alonsotegi,18.7
2016,Female,,,,,,Alonsotegi,%,Alonsotegi,21.4
2010,Female,,,,,,Alonsotegi,%,Alonsotegi,7.9
2022,Female,,,,,,Alonsotegi,%,Alonsotegi,13.6
2023,Female,,,,,,Alonsotegi,%,Alonsotegi,13.9
2019,Female,,,,,,Alonsotegi,%,Alonsotegi,17.3
2020,Female,,,,,,Alonsotegi,%,Alonsotegi,13.7
2021,Female,,,,,,Alonsotegi,%,Alonsotegi,15.8
2022,Female,,,,,,Altzaga,%,Altzaga,0.0
2010,Female,,,,,,Altzaga,%,Altzaga,2.7
2023,Female,,,,,,Altzaga,%,Altzaga,2.6
2019,Female,,,,,,Altzaga,%,Altzaga,8.1
2020,Female,,,,,,Altzaga,%,Altzaga,10.8
2021,Female,,,,,,Altzaga,%,Altzaga,5.4
2015,Female,,,,,,Altzaga,%,Altzaga,17.9
2018,Female,,,,,,Altzaga,%,Altzaga,11.8
2016,Female,,,,,,Altzaga,%,Altzaga,8.3
2016,Female,,,,,,Altzo,%,Altzo,12.3
2023,Female,,,,,,Altzo,%,Altzo,4.3
2010,Female,,,,,,Altzo,%,Altzo,6.9
2022,Female,,,,,,Altzo,%,Altzo,7.8
2018,Female,,,,,,Altzo,%,Altzo,9.1
2020,Female,,,,,,Altzo,%,Altzo,7.9
2021,Female,,,,,,Altzo,%,Altzo,7.3
2019,Female,,,,,,Altzo,%,Altzo,3.5
2015,Female,,,,,,Altzo,%,Altzo,12.3
2015,Female,,,,,,Amezketa,%,Amezketa,14.1
2018,Female,,,,,,Amezketa,%,Amezketa,16.7
2020,Female,,,,,,Amezketa,%,Amezketa,8.4
2021,Female,,,,,,Amezketa,%,Amezketa,9.9
2016,Female,,,,,,Amezketa,%,Amezketa,16.9
2023,Female,,,,,,Amezketa,%,Amezketa,10.0
2019,Female,,,,,,Amezketa,%,Amezketa,12.0
2010,Female,,,,,,Amezketa,%,Amezketa,10.6
2022,Female,,,,,,Amezketa,%,Amezketa,7.8
2010,Female,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,9.2
2016,Female,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,13.9
2021,Female,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,10.7
2018,Female,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,10.3
2020,Female,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,9.1
2015,Female,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,14.8
2022,Female,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,9.8
2019,Female,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,10.2
2023,Female,,,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,7.3
2018,Female,,,,,,Amoroto,%,Amoroto,9.4
2021,Female,,,,,,Amoroto,%,Amoroto,8.5
2019,Female,,,,,,Amoroto,%,Amoroto,11.4
2016,Female,,,,,,Amoroto,%,Amoroto,10.6
2020,Female,,,,,,Amoroto,%,Amoroto,15.2
2023,Female,,,,,,Amoroto,%,Amoroto,10.2
2010,Female,,,,,,Amoroto,%,Amoroto,7.5
2022,Female,,,,,,Amoroto,%,Amoroto,4.9
2015,Female,,,,,,Amoroto,%,Amoroto,13.6
2020,Female,,,,,,Amurrio,%,Amurrio,13.0
2021,Female,,,,,,Amurrio,%,Amurrio,13.5
2018,Female,,,,,,Amurrio,%,Amurrio,14.7
2019,Female,,,,,,Amurrio,%,Amurrio,12.9
2016,Female,,,,,,Amurrio,%,Amurrio,18.4
2010,Female,,,,,,Amurrio,%,Amurrio,9.3
2022,Female,,,,,,Amurrio,%,Amurrio,11.8
2023,Female,,,,,,Amurrio,%,Amurrio,10.7
2015,Female,,,,,,Amurrio,%,Amurrio,15.9
2020,Female,,,,,,Andoain,%,Andoain,10.1
2010,Female,,,,,,Andoain,%,Andoain,8.5
2018,Female,,,,,,Andoain,%,Andoain,12.8
2023,Female,,,,,,Andoain,%,Andoain,8.5
2022,Female,,,,,,Andoain,%,Andoain,10.0
2019,Female,,,,,,Andoain,%,Andoain,11.2
2015,Female,,,,,,Andoain,%,Andoain,14.3
2016,Female,,,,,,Andoain,%,Andoain,15.6
2021,Female,,,,,,Andoain,%,Andoain,11.7
2022,Female,,,,,,Anoeta,%,Anoeta,9.9
2021,Female,,,,,,Anoeta,%,Anoeta,11.5
2016,Female,,,,,,Anoeta,%,Anoeta,17.9
2015,Female,,,,,,Anoeta,%,Anoeta,17.9
2018,Female,,,,,,Anoeta,%,Anoeta,10.8
2020,Female,,,,,,Anoeta,%,Anoeta,10.0
2010,Female,,,,,,Anoeta,%,Anoeta,10.6
2023,Female,,,,,,Anoeta,%,Anoeta,9.2
2019,Female,,,,,,Anoeta,%,Anoeta,11.6
2015,Female,,,,,,Antzuola,%,Antzuola,11.3
2016,Female,,,,,,Antzuola,%,Antzuola,12.2
2018,Female,,,,,,Antzuola,%,Antzuola,7.2
2022,Female,,,,,,Antzuola,%,Antzuola,7.1
2019,Female,,,,,,Antzuola,%,Antzuola,6.8
2010,Female,,,,,,Antzuola,%,Antzuola,6.9
2020,Female,,,,,,Antzuola,%,Antzuola,6.2
2021,Female,,,,,,Antzuola,%,Antzuola,8.2
2023,Female,,,,,,Antzuola,%,Antzuola,7.3
2010,Female,,,,,,Añana,%,Añana,13.3
2016,Female,,,,,,Añana,%,Añana,21.2
2021,Female,,,,,,Añana,%,Añana,11.8
2020,Female,,,,,,Añana,%,Añana,2.9
2023,Female,,,,,,Añana,%,Añana,2.9
2022,Female,,,,,,Añana,%,Añana,12.1
2019,Female,,,,,,Añana,%,Añana,0.0
2018,Female,,,,,,Añana,%,Añana,13.9
2015,Female,,,,,,Añana,%,Añana,15.4
2022,Female,,,,,,Arakaldo,%,Arakaldo,10.4
2020,Female,,,,,,Arakaldo,%,Arakaldo,22.0
2019,Female,,,,,,Arakaldo,%,Arakaldo,14.6
2010,Female,,,,,,Arakaldo,%,Arakaldo,9.5
2018,Female,,,,,,Arakaldo,%,Arakaldo,18.6
2021,Female,,,,,,Arakaldo,%,Arakaldo,16.3
2023,Female,,,,,,Arakaldo,%,Arakaldo,13.5
2015,Female,,,,,,Arakaldo,%,Arakaldo,20.6
2016,Female,,,,,,Arakaldo,%,Arakaldo,20.0
2015,Female,,,,,,Arama,%,Arama,10.0
2016,Female,,,,,,Arama,%,Arama,8.3
2021,Female,,,,,,Arama,%,Arama,5.9
2019,Female,,,,,,Arama,%,Arama,4.3
2020,Female,,,,,,Arama,%,Arama,10.7
2018,Female,,,,,,Arama,%,Arama,11.3
2010,Female,,,,,,Arama,%,Arama,4.5
2023,Female,,,,,,Arama,%,Arama,1.9
2022,Female,,,,,,Arama,%,Arama,8.0
2018,Female,,,,,,Aramaio,%,Aramaio,5.5
2022,Female,,,,,,Aramaio,%,Aramaio,4.5
2010,Female,,,,,,Aramaio,%,Aramaio,6.1
2021,Female,,,,,,Aramaio,%,Aramaio,4.3
2019,Female,,,,,,Aramaio,%,Aramaio,4.4
2023,Female,,,,,,Aramaio,%,Aramaio,4.8
2020,Female,,,,,,Aramaio,%,Aramaio,5.8
2016,Female,,,,,,Aramaio,%,Aramaio,8.7
2015,Female,,,,,,Aramaio,%,Aramaio,11.6
2019,Female,,,,,,Arantzazu,%,Arantzazu,10.5
2023,Female,,,,,,Arantzazu,%,Arantzazu,8.2
2015,Female,,,,,,Arantzazu,%,Arantzazu,14.6
2018,Female,,,,,,Arantzazu,%,Arantzazu,15.7
2022,Female,,,,,,Arantzazu,%,Arantzazu,10.1
2010,Female,,,,,,Arantzazu,%,Arantzazu,7.1
2016,Female,,,,,,Arantzazu,%,Arantzazu,13.6
2021,Female,,,,,,Arantzazu,%,Arantzazu,9.7
2020,Female,,,,,,Arantzazu,%,Arantzazu,12.0
2022,Female,,,,,,Areatza,%,Areatza,8.3
2016,Female,,,,,,Areatza,%,Areatza,17.0
2020,Female,,,,,,Areatza,%,Areatza,11.1
2010,Female,,,,,,Areatza,%,Areatza,7.8
2018,Female,,,,,,Areatza,%,Areatza,17.0
2021,Female,,,,,,Areatza,%,Areatza,13.1
2015,Female,,,,,,Areatza,%,Areatza,15.5
2023,Female,,,,,,Areatza,%,Areatza,9.3
2019,Female,,,,,,Areatza,%,Areatza,14.0
2018,Female,,,,,,Aretxabaleta,%,Aretxabaleta,9.9
2023,Female,,,,,,Aretxabaleta,%,Aretxabaleta,6.6
