Year,Series,Sex,Type of contract,Province,County,Municipality,Units,GeoCode,Value
2020,Employment rate,,,,,Atxondo,%,Atxondo,69.6
2022,Employment rate,,,,,Atxondo,%,Atxondo,73.9
2015,Employment rate,,,,,Atxondo,%,Atxondo,63.6
2019,Employment rate,,,,,Atxondo,%,Atxondo,72.2
2019,Employment rate,,,,,Aulesti,%,Aulesti,73.7
2018,Employment rate,,,,,Aulesti,%,Aulesti,73.8
2022,Employment rate,,,,,Aulesti,%,Aulesti,72.5
2023,Employment rate,,,,,Aulesti,%,Aulesti,72.9
2021,Employment rate,,,,,Aulesti,%,Aulesti,72.6
2015,Employment rate,,,,,Aulesti,%,Aulesti,74.2
2016,Employment rate,,,,,Aulesti,%,Aulesti,74.9
2020,Employment rate,,,,,Aulesti,%,Aulesti,73.3
2010,Employment rate,,,,,Aulesti,%,Aulesti,71.5
2010,Employment rate,,,,,Ayala/Aiara,%,Ayala/Aiara,72.9
2020,Employment rate,,,,,Ayala/Aiara,%,Ayala/Aiara,75.5
2021,Employment rate,,,,,Ayala/Aiara,%,Ayala/Aiara,75.7
2023,Employment rate,,,,,Ayala/Aiara,%,Ayala/Aiara,79.6
2016,Employment rate,,,,,Ayala/Aiara,%,Ayala/Aiara,73.3
2015,Employment rate,,,,,Ayala/Aiara,%,Ayala/Aiara,73.3
2018,Employment rate,,,,,Ayala/Aiara,%,Ayala/Aiara,75.7
2019,Employment rate,,,,,Ayala/Aiara,%,Ayala/Aiara,75.9
2022,Employment rate,,,,,Ayala/Aiara,%,Ayala/Aiara,77.6
2015,Employment rate,,,,,Azkoitia,%,Azkoitia,67.6
2018,Employment rate,,,,,Azkoitia,%,Azkoitia,72.3
2016,Employment rate,,,,,Azkoitia,%,Azkoitia,67.7
2021,Employment rate,,,,,Azkoitia,%,Azkoitia,73.0
2022,Employment rate,,,,,Azkoitia,%,Azkoitia,75.6
2020,Employment rate,,,,,Azkoitia,%,Azkoitia,74.2
2010,Employment rate,,,,,Azkoitia,%,Azkoitia,67.6
2019,Employment rate,,,,,Azkoitia,%,Azkoitia,73.8
2023,Employment rate,,,,,Azkoitia,%,Azkoitia,76.4
2015,Employment rate,,,,,Azpeitia,%,Azpeitia,66.7
2022,Employment rate,,,,,Azpeitia,%,Azpeitia,76.0
2016,Employment rate,,,,,Azpeitia,%,Azpeitia,68.2
2010,Employment rate,,,,,Azpeitia,%,Azpeitia,67.7
2023,Employment rate,,,,,Azpeitia,%,Azpeitia,77.7
2020,Employment rate,,,,,Azpeitia,%,Azpeitia,74.8
2018,Employment rate,,,,,Azpeitia,%,Azpeitia,73.2
2019,Employment rate,,,,,Azpeitia,%,Azpeitia,74.4
2021,Employment rate,,,,,Azpeitia,%,Azpeitia,74.3
2018,Employment rate,,,,,Bakio,%,Bakio,72.4
2010,Employment rate,,,,,Bakio,%,Bakio,68.9
2022,Employment rate,,,,,Bakio,%,Bakio,76.0
2021,Employment rate,,,,,Bakio,%,Bakio,74.1
2015,Employment rate,,,,,Bakio,%,Bakio,71.4
2019,Employment rate,,,,,Bakio,%,Bakio,73.8
2016,Employment rate,,,,,Bakio,%,Bakio,71.1
2023,Employment rate,,,,,Bakio,%,Bakio,78.4
2020,Employment rate,,,,,Bakio,%,Bakio,74.0
2023,Employment rate,,,,,Baliarrain,%,Baliarrain,88.2
2016,Employment rate,,,,,Baliarrain,%,Baliarrain,75.0
2020,Employment rate,,,,,Baliarrain,%,Baliarrain,77.2
2019,Employment rate,,,,,Baliarrain,%,Baliarrain,82.1
2022,Employment rate,,,,,Baliarrain,%,Baliarrain,79.1
2010,Employment rate,,,,,Baliarrain,%,Baliarrain,75.0
2015,Employment rate,,,,,Baliarrain,%,Baliarrain,74.2
2018,Employment rate,,,,,Baliarrain,%,Baliarrain,80.5
2021,Employment rate,,,,,Baliarrain,%,Baliarrain,75.8
2018,Employment rate,,,,,Balmaseda,%,Balmaseda,62.9
2015,Employment rate,,,,,Balmaseda,%,Balmaseda,61.0
2023,Employment rate,,,,,Balmaseda,%,Balmaseda,68.5
2010,Employment rate,,,,,Balmaseda,%,Balmaseda,62.9
2022,Employment rate,,,,,Balmaseda,%,Balmaseda,66.5
2021,Employment rate,,,,,Balmaseda,%,Balmaseda,65.0
2020,Employment rate,,,,,Balmaseda,%,Balmaseda,65.7
2019,Employment rate,,,,,Balmaseda,%,Balmaseda,64.3
2016,Employment rate,,,,,Balmaseda,%,Balmaseda,60.7
2019,Employment rate,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,69.9
2023,Employment rate,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,72.4
2016,Employment rate,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,70.3
2022,Employment rate,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,69.2
2021,Employment rate,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,69.2
2015,Employment rate,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,72.9
2020,Employment rate,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,67.7
2018,Employment rate,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,72.4
2010,Employment rate,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,72.9
2010,Employment rate,,,,,Barakaldo,%,Barakaldo,64.4
2021,Employment rate,,,,,Barakaldo,%,Barakaldo,68.5
2019,Employment rate,,,,,Barakaldo,%,Barakaldo,68.4
2020,Employment rate,,,,,Barakaldo,%,Barakaldo,69.2
2018,Employment rate,,,,,Barakaldo,%,Barakaldo,67.0
2015,Employment rate,,,,,Barakaldo,%,Barakaldo,63.7
2016,Employment rate,,,,,Barakaldo,%,Barakaldo,64.2
2023,Employment rate,,,,,Barakaldo,%,Barakaldo,73.0
2022,Employment rate,,,,,Barakaldo,%,Barakaldo,70.9
2019,Employment rate,,,,,Barrika,%,Barrika,66.2
2023,Employment rate,,,,,Barrika,%,Barrika,74.1
2018,Employment rate,,,,,Barrika,%,Barrika,67.9
2021,Employment rate,,,,,Barrika,%,Barrika,67.2
2010,Employment rate,,,,,Barrika,%,Barrika,65.5
2016,Employment rate,,,,,Barrika,%,Barrika,64.8
2015,Employment rate,,,,,Barrika,%,Barrika,66.3
2022,Employment rate,,,,,Barrika,%,Barrika,70.7
2020,Employment rate,,,,,Barrika,%,Barrika,68.5
2022,Employment rate,,,,,Barrundia,%,Barrundia,77.8
2010,Employment rate,,,,,Barrundia,%,Barrundia,78.7
2019,Employment rate,,,,,Barrundia,%,Barrundia,81.6
2021,Employment rate,,,,,Barrundia,%,Barrundia,79.1
2023,Employment rate,,,,,Barrundia,%,Barrundia,78.6
2016,Employment rate,,,,,Barrundia,%,Barrundia,80.1
2020,Employment rate,,,,,Barrundia,%,Barrundia,78.0
2018,Employment rate,,,,,Barrundia,%,Barrundia,81.5
2015,Employment rate,,,,,Barrundia,%,Barrundia,80.4
2022,Employment rate,,,,,Basauri,%,Basauri,69.5
2018,Employment rate,,,,,Basauri,%,Basauri,67.2
2010,Employment rate,,,,,Basauri,%,Basauri,63.3
2023,Employment rate,,,,,Basauri,%,Basauri,71.6
2016,Employment rate,,,,,Basauri,%,Basauri,63.8
2021,Employment rate,,,,,Basauri,%,Basauri,67.9
2015,Employment rate,,,,,Basauri,%,Basauri,63.0
2020,Employment rate,,,,,Basauri,%,Basauri,68.7
2019,Employment rate,,,,,Basauri,%,Basauri,67.9
2010,Employment rate,,,,,Beasain,%,Beasain,67.0
2023,Employment rate,,,,,Beasain,%,Beasain,74.6
2021,Employment rate,,,,,Beasain,%,Beasain,72.1
2022,Employment rate,,,,,Beasain,%,Beasain,73.5
2020,Employment rate,,,,,Beasain,%,Beasain,73.3
2015,Employment rate,,,,,Beasain,%,Beasain,68.3
2016,Employment rate,,,,,Beasain,%,Beasain,68.1
2019,Employment rate,,,,,Beasain,%,Beasain,73.0
2018,Employment rate,,,,,Beasain,%,Beasain,71.8
2022,Employment rate,,,,,Bedia,%,Bedia,71.4
2018,Employment rate,,,,,Bedia,%,Bedia,69.7
2015,Employment rate,,,,,Bedia,%,Bedia,69.6
2010,Employment rate,,,,,Bedia,%,Bedia,67.1
2020,Employment rate,,,,,Bedia,%,Bedia,71.6
2023,Employment rate,,,,,Bedia,%,Bedia,75.4
2019,Employment rate,,,,,Bedia,%,Bedia,73.2
2016,Employment rate,,,,,Bedia,%,Bedia,67.0
2021,Employment rate,,,,,Bedia,%,Bedia,71.0
2021,Employment rate,,,,,Beizama,%,Beizama,82.4
2019,Employment rate,,,,,Beizama,%,Beizama,67.6
2020,Employment rate,,,,,Beizama,%,Beizama,74.4
2016,Employment rate,,,,,Beizama,%,Beizama,67.1
2023,Employment rate,,,,,Beizama,%,Beizama,80.6
2010,Employment rate,,,,,Beizama,%,Beizama,72.5
2018,Employment rate,,,,,Beizama,%,Beizama,71.3
2022,Employment rate,,,,,Beizama,%,Beizama,76.7
2015,Employment rate,,,,,Beizama,%,Beizama,76.9
2019,Employment rate,,,,,Belauntza,%,Belauntza,66.9
2015,Employment rate,,,,,Belauntza,%,Belauntza,67.6
2016,Employment rate,,,,,Belauntza,%,Belauntza,68.6
2018,Employment rate,,,,,Belauntza,%,Belauntza,69.9
2023,Employment rate,,,,,Belauntza,%,Belauntza,75.0
2020,Employment rate,,,,,Belauntza,%,Belauntza,71.1
2021,Employment rate,,,,,Belauntza,%,Belauntza,71.7
2010,Employment rate,,,,,Belauntza,%,Belauntza,67.0
2022,Employment rate,,,,,Belauntza,%,Belauntza,68.9
2020,Employment rate,,,,,Berango,%,Berango,72.4
2023,Employment rate,,,,,Berango,%,Berango,74.8
2015,Employment rate,,,,,Berango,%,Berango,67.7
2022,Employment rate,,,,,Berango,%,Berango,73.5
2016,Employment rate,,,,,Berango,%,Berango,68.1
2010,Employment rate,,,,,Berango,%,Berango,67.2
2021,Employment rate,,,,,Berango,%,Berango,71.8
2019,Employment rate,,,,,Berango,%,Berango,71.5
2018,Employment rate,,,,,Berango,%,Berango,70.5
2016,Employment rate,,,,,Berantevilla,%,Berantevilla,61.5
2018,Employment rate,,,,,Berantevilla,%,Berantevilla,69.5
2020,Employment rate,,,,,Berantevilla,%,Berantevilla,68.7
2015,Employment rate,,,,,Berantevilla,%,Berantevilla,63.2
2022,Employment rate,,,,,Berantevilla,%,Berantevilla,74.3
2023,Employment rate,,,,,Berantevilla,%,Berantevilla,75.9
2010,Employment rate,,,,,Berantevilla,%,Berantevilla,65.9
2021,Employment rate,,,,,Berantevilla,%,Berantevilla,75.5
2019,Employment rate,,,,,Berantevilla,%,Berantevilla,71.8
2015,Employment rate,,,,,Berastegi,%,Berastegi,72.9
2021,Employment rate,,,,,Berastegi,%,Berastegi,79.2
2016,Employment rate,,,,,Berastegi,%,Berastegi,69.5
2018,Employment rate,,,,,Berastegi,%,Berastegi,73.2
2019,Employment rate,,,,,Berastegi,%,Berastegi,75.3
2022,Employment rate,,,,,Berastegi,%,Berastegi,81.3
2010,Employment rate,,,,,Berastegi,%,Berastegi,70.1
2020,Employment rate,,,,,Berastegi,%,Berastegi,78.5
2023,Employment rate,,,,,Berastegi,%,Berastegi,81.4
2020,Employment rate,,,,,Bergara,%,Bergara,73.6
2010,Employment rate,,,,,Bergara,%,Bergara,69.4
2018,Employment rate,,,,,Bergara,%,Bergara,72.0
2021,Employment rate,,,,,Bergara,%,Bergara,72.8
2015,Employment rate,,,,,Bergara,%,Bergara,68.9
2023,Employment rate,,,,,Bergara,%,Bergara,75.7
2016,Employment rate,,,,,Bergara,%,Bergara,68.4
2019,Employment rate,,,,,Bergara,%,Bergara,73.2
2022,Employment rate,,,,,Bergara,%,Bergara,74.8
2022,Employment rate,,,,,Bermeo,%,Bermeo,66.8
2019,Employment rate,,,,,Bermeo,%,Bermeo,63.3
2018,Employment rate,,,,,Bermeo,%,Bermeo,63.1
2016,Employment rate,,,,,Bermeo,%,Bermeo,60.5
2010,Employment rate,,,,,Bermeo,%,Bermeo,60.9
2023,Employment rate,,,,,Bermeo,%,Bermeo,69.3
2015,Employment rate,,,,,Bermeo,%,Bermeo,59.8
2021,Employment rate,,,,,Bermeo,%,Bermeo,64.2
2020,Employment rate,,,,,Bermeo,%,Bermeo,64.0
2010,Employment rate,,,,,Bernedo,%,Bernedo,79.2
2015,Employment rate,,,,,Bernedo,%,Bernedo,79.5
2020,Employment rate,,,,,Bernedo,%,Bernedo,77.4
2018,Employment rate,,,,,Bernedo,%,Bernedo,76.1
2022,Employment rate,,,,,Bernedo,%,Bernedo,75.6
2019,Employment rate,,,,,Bernedo,%,Bernedo,81.2
2023,Employment rate,,,,,Bernedo,%,Bernedo,77.2
2021,Employment rate,,,,,Bernedo,%,Bernedo,76.5
2016,Employment rate,,,,,Bernedo,%,Bernedo,78.7
2019,Employment rate,,,,,Berriatua,%,Berriatua,71.6
2021,Employment rate,,,,,Berriatua,%,Berriatua,73.2
2016,Employment rate,,,,,Berriatua,%,Berriatua,69.6
2022,Employment rate,,,,,Berriatua,%,Berriatua,74.9
2015,Employment rate,,,,,Berriatua,%,Berriatua,67.8
2018,Employment rate,,,,,Berriatua,%,Berriatua,68.5
2020,Employment rate,,,,,Berriatua,%,Berriatua,71.2
2010,Employment rate,,,,,Berriatua,%,Berriatua,64.9
2023,Employment rate,,,,,Berriatua,%,Berriatua,77.6
2020,Employment rate,,,,,Berriz,%,Berriz,73.6
2018,Employment rate,,,,,Berriz,%,Berriz,72.4
2010,Employment rate,,,,,Berriz,%,Berriz,68.4
2021,Employment rate,,,,,Berriz,%,Berriz,73.7
2022,Employment rate,,,,,Berriz,%,Berriz,74.8
2023,Employment rate,,,,,Berriz,%,Berriz,76.4
2019,Employment rate,,,,,Berriz,%,Berriz,72.9
2016,Employment rate,,,,,Berriz,%,Berriz,70.0
2015,Employment rate,,,,,Berriz,%,Berriz,68.8
2023,Employment rate,,,,,Berrobi,%,Berrobi,81.3
2022,Employment rate,,,,,Berrobi,%,Berrobi,78.9
2019,Employment rate,,,,,Berrobi,%,Berrobi,73.9
2021,Employment rate,,,,,Berrobi,%,Berrobi,75.6
2015,Employment rate,,,,,Berrobi,%,Berrobi,67.1
2010,Employment rate,,,,,Berrobi,%,Berrobi,68.6
2020,Employment rate,,,,,Berrobi,%,Berrobi,75.9
2016,Employment rate,,,,,Berrobi,%,Berrobi,66.5
2018,Employment rate,,,,,Berrobi,%,Berrobi,71.8
2022,Employment rate,,,,,Bidania-Goiatz,%,Bidania-Goiatz,79.8
2016,Employment rate,,,,,Bidania-Goiatz,%,Bidania-Goiatz,77.9
2015,Employment rate,,,,,Bidania-Goiatz,%,Bidania-Goiatz,74.7
2021,Employment rate,,,,,Bidania-Goiatz,%,Bidania-Goiatz,74.2
2020,Employment rate,,,,,Bidania-Goiatz,%,Bidania-Goiatz,76.5
2018,Employment rate,,,,,Bidania-Goiatz,%,Bidania-Goiatz,80.2
2010,Employment rate,,,,,Bidania-Goiatz,%,Bidania-Goiatz,67.7
2023,Employment rate,,,,,Bidania-Goiatz,%,Bidania-Goiatz,80.3
2019,Employment rate,,,,,Bidania-Goiatz,%,Bidania-Goiatz,77.8
2020,Employment rate,,,,,Bilbao,%,Bilbao,67.7
2010,Employment rate,,,,,Bilbao,%,Bilbao,63.2
2015,Employment rate,,,,,Bilbao,%,Bilbao,63.4
2021,Employment rate,,,,,Bilbao,%,Bilbao,66.8
2023,Employment rate,,,,,Bilbao,%,Bilbao,70.9
2022,Employment rate,,,,,Bilbao,%,Bilbao,68.4
2016,Employment rate,,,,,Bilbao,%,Bilbao,63.1
2019,Employment rate,,,,,Bilbao,%,Bilbao,67.1
2018,Employment rate,,,,,Bilbao,%,Bilbao,65.7
2010,Employment rate,,,,,Busturia,%,Busturia,66.7
2018,Employment rate,,,,,Busturia,%,Busturia,64.9
2015,Employment rate,,,,,Busturia,%,Busturia,65.5
2022,Employment rate,,,,,Busturia,%,Busturia,71.4
2019,Employment rate,,,,,Busturia,%,Busturia,69.3
2020,Employment rate,,,,,Busturia,%,Busturia,67.9
2016,Employment rate,,,,,Busturia,%,Busturia,63.7
2023,Employment rate,,,,,Busturia,%,Busturia,73.1
2021,Employment rate,,,,,Busturia,%,Busturia,68.6
2016,Employment rate,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,72.2
2019,Employment rate,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,75.3
2020,Employment rate,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,73.9
2023,Employment rate,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,77.3
2018,Employment rate,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,72.4
2022,Employment rate,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,76.2
2015,Employment rate,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,68.6
2010,Employment rate,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,71.1
2021,Employment rate,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,71.8
2010,Employment rate,,,,,Deba,%,Deba,67.4
2019,Employment rate,,,,,Deba,%,Deba,74.7
2016,Employment rate,,,,,Deba,%,Deba,69.8
2023,Employment rate,,,,,Deba,%,Deba,77.7
2022,Employment rate,,,,,Deba,%,Deba,76.0
2015,Employment rate,,,,,Deba,%,Deba,68.1
2021,Employment rate,,,,,Deba,%,Deba,73.3
2018,Employment rate,,,,,Deba,%,Deba,72.7
2020,Employment rate,,,,,Deba,%,Deba,74.1
2019,Employment rate,,,,,Derio,%,Derio,77.4
2016,Employment rate,,,,,Derio,%,Derio,75.1
2021,Employment rate,,,,,Derio,%,Derio,77.2
2018,Employment rate,,,,,Derio,%,Derio,77.4
2023,Employment rate,,,,,Derio,%,Derio,79.1
2020,Employment rate,,,,,Derio,%,Derio,78.7
2022,Employment rate,,,,,Derio,%,Derio,78.5
2010,Employment rate,,,,,Derio,%,Derio,70.0
2015,Employment rate,,,,,Derio,%,Derio,72.6
2016,Employment rate,,,,,Dima,%,Dima,75.3
2018,Employment rate,,,,,Dima,%,Dima,76.4
2010,Employment rate,,,,,Dima,%,Dima,71.1
2019,Employment rate,,,,,Dima,%,Dima,79.1
2020,Employment rate,,,,,Dima,%,Dima,76.9
2023,Employment rate,,,,,Dima,%,Dima,77.3
2015,Employment rate,,,,,Dima,%,Dima,75.2
2021,Employment rate,,,,,Dima,%,Dima,75.8
2022,Employment rate,,,,,Dima,%,Dima,77.3
2021,Employment rate,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,70.9
2018,Employment rate,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,70.8
2020,Employment rate,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,72.3
2016,Employment rate,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,68.2
2015,Employment rate,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,68.5
2023,Employment rate,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,75.4
2010,Employment rate,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,67.2
2019,Employment rate,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,71.9
2022,Employment rate,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,72.8
2020,Employment rate,,,,,Durango,%,Durango,72.5
2018,Employment rate,,,,,Durango,%,Durango,71.2
2015,Employment rate,,,,,Durango,%,Durango,68.7
2010,Employment rate,,,,,Durango,%,Durango,66.3
2021,Employment rate,,,,,Durango,%,Durango,71.9
2022,Employment rate,,,,,Durango,%,Durango,73.8
2019,Employment rate,,,,,Durango,%,Durango,72.5
2023,Employment rate,,,,,Durango,%,Durango,75.9
2016,Employment rate,,,,,Durango,%,Durango,69.3
2015,Employment rate,,,,,Ea,%,Ea,68.0
2018,Employment rate,,,,,Ea,%,Ea,65.2
2022,Employment rate,,,,,Ea,%,Ea,67.9
2016,Employment rate,,,,,Ea,%,Ea,64.7
2021,Employment rate,,,,,Ea,%,Ea,66.6
2019,Employment rate,,,,,Ea,%,Ea,68.5
2010,Employment rate,,,,,Ea,%,Ea,66.5
2020,Employment rate,,,,,Ea,%,Ea,66.2
2023,Employment rate,,,,,Ea,%,Ea,69.6
2021,Employment rate,,,,,Eibar,%,Eibar,69.5
2016,Employment rate,,,,,Eibar,%,Eibar,65.2
2015,Employment rate,,,,,Eibar,%,Eibar,65.1
2020,Employment rate,,,,,Eibar,%,Eibar,69.6
2022,Employment rate,,,,,Eibar,%,Eibar,71.3
2010,Employment rate,,,,,Eibar,%,Eibar,66.0
2018,Employment rate,,,,,Eibar,%,Eibar,69.4
2019,Employment rate,,,,,Eibar,%,Eibar,70.2
2023,Employment rate,,,,,Eibar,%,Eibar,73.8
2018,Employment rate,,,,,Elantxobe,%,Elantxobe,58.7
2015,Employment rate,,,,,Elantxobe,%,Elantxobe,60.5
2010,Employment rate,,,,,Elantxobe,%,Elantxobe,55.9
2019,Employment rate,,,,,Elantxobe,%,Elantxobe,58.3
2023,Employment rate,,,,,Elantxobe,%,Elantxobe,67.0
2020,Employment rate,,,,,Elantxobe,%,Elantxobe,65.0
2021,Employment rate,,,,,Elantxobe,%,Elantxobe,60.1
2016,Employment rate,,,,,Elantxobe,%,Elantxobe,55.9
2022,Employment rate,,,,,Elantxobe,%,Elantxobe,63.9
2018,Employment rate,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,79.6
2016,Employment rate,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,76.2
2021,Employment rate,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,75.3
2020,Employment rate,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,77.8
2010,Employment rate,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,78.0
2019,Employment rate,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,76.9
2023,Employment rate,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,79.4
2015,Employment rate,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,78.0
2022,Employment rate,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,75.2
2018,Employment rate,,,,,Elciego,%,Elciego,67.7
2016,Employment rate,,,,,Elciego,%,Elciego,65.8
2021,Employment rate,,,,,Elciego,%,Elciego,67.6
2022,Employment rate,,,,,Elciego,%,Elciego,74.4
2023,Employment rate,,,,,Elciego,%,Elciego,71.5
2010,Employment rate,,,,,Elciego,%,Elciego,60.0
2020,Employment rate,,,,,Elciego,%,Elciego,65.9
2015,Employment rate,,,,,Elciego,%,Elciego,64.3
2019,Employment rate,,,,,Elciego,%,Elciego,69.4
2018,Employment rate,,,,,Elduain,%,Elduain,83.3
2015,Employment rate,,,,,Elduain,%,Elduain,81.6
2016,Employment rate,,,,,Elduain,%,Elduain,82.0
2019,Employment rate,,,,,Elduain,%,Elduain,82.5
2023,Employment rate,,,,,Elduain,%,Elduain,87.9
2020,Employment rate,,,,,Elduain,%,Elduain,84.8
2010,Employment rate,,,,,Elduain,%,Elduain,75.0
2022,Employment rate,,,,,Elduain,%,Elduain,84.2
2021,Employment rate,,,,,Elduain,%,Elduain,82.0
2015,Employment rate,,,,,Elgeta,%,Elgeta,73.9
2016,Employment rate,,,,,Elgeta,%,Elgeta,75.2
2020,Employment rate,,,,,Elgeta,%,Elgeta,78.2
2019,Employment rate,,,,,Elgeta,%,Elgeta,79.2
2023,Employment rate,,,,,Elgeta,%,Elgeta,79.9
2022,Employment rate,,,,,Elgeta,%,Elgeta,77.7
2010,Employment rate,,,,,Elgeta,%,Elgeta,70.9
2018,Employment rate,,,,,Elgeta,%,Elgeta,78.2
2021,Employment rate,,,,,Elgeta,%,Elgeta,76.2
2022,Employment rate,,,,,Elgoibar,%,Elgoibar,73.4
2016,Employment rate,,,,,Elgoibar,%,Elgoibar,68.3
2015,Employment rate,,,,,Elgoibar,%,Elgoibar,69.1
2020,Employment rate,,,,,Elgoibar,%,Elgoibar,73.4
2018,Employment rate,,,,,Elgoibar,%,Elgoibar,71.5
2023,Employment rate,,,,,Elgoibar,%,Elgoibar,75.9
2021,Employment rate,,,,,Elgoibar,%,Elgoibar,72.6
2019,Employment rate,,,,,Elgoibar,%,Elgoibar,72.7
2010,Employment rate,,,,,Elgoibar,%,Elgoibar,67.8
2018,Employment rate,,,,,Elorrio,%,Elorrio,71.2
2010,Employment rate,,,,,Elorrio,%,Elorrio,66.4
2015,Employment rate,,,,,Elorrio,%,Elorrio,68.3
2016,Employment rate,,,,,Elorrio,%,Elorrio,69.0
2019,Employment rate,,,,,Elorrio,%,Elorrio,71.7
2021,Employment rate,,,,,Elorrio,%,Elorrio,71.5
2022,Employment rate,,,,,Elorrio,%,Elorrio,73.3
2020,Employment rate,,,,,Elorrio,%,Elorrio,71.8
2023,Employment rate,,,,,Elorrio,%,Elorrio,75.6
2021,Employment rate,,,,,Elvillar/Bilar,%,Elvillar/Bilar,71.2
2019,Employment rate,,,,,Elvillar/Bilar,%,Elvillar/Bilar,77.4
2022,Employment rate,,,,,Elvillar/Bilar,%,Elvillar/Bilar,76.2
2020,Employment rate,,,,,Elvillar/Bilar,%,Elvillar/Bilar,75.1
2023,Employment rate,,,,,Elvillar/Bilar,%,Elvillar/Bilar,80.7
2010,Employment rate,,,,,Elvillar/Bilar,%,Elvillar/Bilar,71.1
2016,Employment rate,,,,,Elvillar/Bilar,%,Elvillar/Bilar,70.4
2015,Employment rate,,,,,Elvillar/Bilar,%,Elvillar/Bilar,68.1
2018,Employment rate,,,,,Elvillar/Bilar,%,Elvillar/Bilar,73.2
2022,Employment rate,,,,,Erandio,%,Erandio,72.8
2023,Employment rate,,,,,Erandio,%,Erandio,75.7
2016,Employment rate,,,,,Erandio,%,Erandio,65.9
2020,Employment rate,,,,,Erandio,%,Erandio,71.9
2010,Employment rate,,,,,Erandio,%,Erandio,63.8
2015,Employment rate,,,,,Erandio,%,Erandio,65.0
2021,Employment rate,,,,,Erandio,%,Erandio,70.6
2018,Employment rate,,,,,Erandio,%,Erandio,69.4
2019,Employment rate,,,,,Erandio,%,Erandio,70.6
2023,Employment rate,,,,,Ereño,%,Ereño,81.6
2021,Employment rate,,,,,Ereño,%,Ereño,79.1
2010,Employment rate,,,,,Ereño,%,Ereño,73.5
2015,Employment rate,,,,,Ereño,%,Ereño,72.7
2020,Employment rate,,,,,Ereño,%,Ereño,76.0
2018,Employment rate,,,,,Ereño,%,Ereño,77.0
2016,Employment rate,,,,,Ereño,%,Ereño,70.8
2019,Employment rate,,,,,Ereño,%,Ereño,76.3
2022,Employment rate,,,,,Ereño,%,Ereño,78.9
2010,Employment rate,,,,,Ermua,%,Ermua,63.1
2023,Employment rate,,,,,Ermua,%,Ermua,73.0
2020,Employment rate,,,,,Ermua,%,Ermua,68.7
2016,Employment rate,,,,,Ermua,%,Ermua,65.1
2015,Employment rate,,,,,Ermua,%,Ermua,63.4
2021,Employment rate,,,,,Ermua,%,Ermua,68.7
2018,Employment rate,,,,,Ermua,%,Ermua,67.9
2022,Employment rate,,,,,Ermua,%,Ermua,70.6
2019,Employment rate,,,,,Ermua,%,Ermua,68.8
2016,Employment rate,,,,,Errenteria,%,Errenteria,67.4
2020,Employment rate,,,,,Errenteria,%,Errenteria,73.8
2022,Employment rate,,,,,Errenteria,%,Errenteria,75.2
2023,Employment rate,,,,,Errenteria,%,Errenteria,76.7
2010,Employment rate,,,,,Errenteria,%,Errenteria,66.9
2015,Employment rate,,,,,Errenteria,%,Errenteria,67.3
2019,Employment rate,,,,,Errenteria,%,Errenteria,73.3
2021,Employment rate,,,,,Errenteria,%,Errenteria,73.1
2018,Employment rate,,,,,Errenteria,%,Errenteria,71.9
2023,Employment rate,,,,,Errezil,%,Errezil,76.3
