Year,Series,Sexo,Tipo de contrato,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2019,Tasa de ocupación,,,,,Artziniega,%,Artziniega,70.1
2022,Tasa de ocupación,,,,,Artziniega,%,Artziniega,72.8
2018,Tasa de ocupación,,,,,Artziniega,%,Artziniega,70.3
2021,Tasa de ocupación,,,,,Artziniega,%,Artziniega,71.8
2020,Tasa de ocupación,,,,,Artziniega,%,Artziniega,71.2
2010,Tasa de ocupación,,,,,Artziniega,%,Artziniega,67.9
2016,Tasa de ocupación,,,,,Artziniega,%,Artziniega,67.0
2010,Tasa de ocupación,,,,,Asparrena,%,Asparrena,70.1
2015,Tasa de ocupación,,,,,Asparrena,%,Asparrena,66.0
2022,Tasa de ocupación,,,,,Asparrena,%,Asparrena,69.7
2018,Tasa de ocupación,,,,,Asparrena,%,Asparrena,69.1
2019,Tasa de ocupación,,,,,Asparrena,%,Asparrena,68.2
2020,Tasa de ocupación,,,,,Asparrena,%,Asparrena,68.3
2021,Tasa de ocupación,,,,,Asparrena,%,Asparrena,67.5
2016,Tasa de ocupación,,,,,Asparrena,%,Asparrena,68.2
2023,Tasa de ocupación,,,,,Asparrena,%,Asparrena,72.8
2016,Tasa de ocupación,,,,,Asteasu,%,Asteasu,74.7
2010,Tasa de ocupación,,,,,Asteasu,%,Asteasu,75.0
2020,Tasa de ocupación,,,,,Asteasu,%,Asteasu,79.3
2018,Tasa de ocupación,,,,,Asteasu,%,Asteasu,79.0
2023,Tasa de ocupación,,,,,Asteasu,%,Asteasu,80.8
2021,Tasa de ocupación,,,,,Asteasu,%,Asteasu,77.9
2022,Tasa de ocupación,,,,,Asteasu,%,Asteasu,79.4
2019,Tasa de ocupación,,,,,Asteasu,%,Asteasu,78.2
2015,Tasa de ocupación,,,,,Asteasu,%,Asteasu,75.5
2023,Tasa de ocupación,,,,,Astigarraga,%,Astigarraga,85.2
2015,Tasa de ocupación,,,,,Astigarraga,%,Astigarraga,76.4
2016,Tasa de ocupación,,,,,Astigarraga,%,Astigarraga,77.3
2019,Tasa de ocupación,,,,,Astigarraga,%,Astigarraga,82.0
2021,Tasa de ocupación,,,,,Astigarraga,%,Astigarraga,82.5
2020,Tasa de ocupación,,,,,Astigarraga,%,Astigarraga,82.3
2018,Tasa de ocupación,,,,,Astigarraga,%,Astigarraga,79.8
2022,Tasa de ocupación,,,,,Astigarraga,%,Astigarraga,83.7
2010,Tasa de ocupación,,,,,Astigarraga,%,Astigarraga,73.6
2020,Tasa de ocupación,,,,,Ataun,%,Ataun,76.4
2022,Tasa de ocupación,,,,,Ataun,%,Ataun,79.2
2015,Tasa de ocupación,,,,,Ataun,%,Ataun,74.5
2023,Tasa de ocupación,,,,,Ataun,%,Ataun,79.0
2018,Tasa de ocupación,,,,,Ataun,%,Ataun,77.9
2021,Tasa de ocupación,,,,,Ataun,%,Ataun,76.4
2010,Tasa de ocupación,,,,,Ataun,%,Ataun,74.1
2019,Tasa de ocupación,,,,,Ataun,%,Ataun,76.9
2016,Tasa de ocupación,,,,,Ataun,%,Ataun,73.0
2018,Tasa de ocupación,,,,,Atxondo,%,Atxondo,70.7
2021,Tasa de ocupación,,,,,Atxondo,%,Atxondo,72.2
2016,Tasa de ocupación,,,,,Atxondo,%,Atxondo,68.5
2023,Tasa de ocupación,,,,,Atxondo,%,Atxondo,76.9
2010,Tasa de ocupación,,,,,Atxondo,%,Atxondo,65.8
2020,Tasa de ocupación,,,,,Atxondo,%,Atxondo,69.6
2022,Tasa de ocupación,,,,,Atxondo,%,Atxondo,73.9
2015,Tasa de ocupación,,,,,Atxondo,%,Atxondo,63.6
2019,Tasa de ocupación,,,,,Atxondo,%,Atxondo,72.2
2019,Tasa de ocupación,,,,,Aulesti,%,Aulesti,73.7
2018,Tasa de ocupación,,,,,Aulesti,%,Aulesti,73.8
2022,Tasa de ocupación,,,,,Aulesti,%,Aulesti,72.5
2023,Tasa de ocupación,,,,,Aulesti,%,Aulesti,72.9
2021,Tasa de ocupación,,,,,Aulesti,%,Aulesti,72.6
2015,Tasa de ocupación,,,,,Aulesti,%,Aulesti,74.2
2016,Tasa de ocupación,,,,,Aulesti,%,Aulesti,74.9
2020,Tasa de ocupación,,,,,Aulesti,%,Aulesti,73.3
2010,Tasa de ocupación,,,,,Aulesti,%,Aulesti,71.5
2010,Tasa de ocupación,,,,,Ayala/Aiara,%,Ayala/Aiara,72.9
2020,Tasa de ocupación,,,,,Ayala/Aiara,%,Ayala/Aiara,75.5
2021,Tasa de ocupación,,,,,Ayala/Aiara,%,Ayala/Aiara,75.7
2023,Tasa de ocupación,,,,,Ayala/Aiara,%,Ayala/Aiara,79.6
2016,Tasa de ocupación,,,,,Ayala/Aiara,%,Ayala/Aiara,73.3
2015,Tasa de ocupación,,,,,Ayala/Aiara,%,Ayala/Aiara,73.3
2018,Tasa de ocupación,,,,,Ayala/Aiara,%,Ayala/Aiara,75.7
2019,Tasa de ocupación,,,,,Ayala/Aiara,%,Ayala/Aiara,75.9
2022,Tasa de ocupación,,,,,Ayala/Aiara,%,Ayala/Aiara,77.6
2015,Tasa de ocupación,,,,,Azkoitia,%,Azkoitia,67.6
2018,Tasa de ocupación,,,,,Azkoitia,%,Azkoitia,72.3
2016,Tasa de ocupación,,,,,Azkoitia,%,Azkoitia,67.7
2021,Tasa de ocupación,,,,,Azkoitia,%,Azkoitia,73.0
2022,Tasa de ocupación,,,,,Azkoitia,%,Azkoitia,75.6
2020,Tasa de ocupación,,,,,Azkoitia,%,Azkoitia,74.2
2010,Tasa de ocupación,,,,,Azkoitia,%,Azkoitia,67.6
2019,Tasa de ocupación,,,,,Azkoitia,%,Azkoitia,73.8
2023,Tasa de ocupación,,,,,Azkoitia,%,Azkoitia,76.4
2015,Tasa de ocupación,,,,,Azpeitia,%,Azpeitia,66.7
2022,Tasa de ocupación,,,,,Azpeitia,%,Azpeitia,76.0
2016,Tasa de ocupación,,,,,Azpeitia,%,Azpeitia,68.2
2010,Tasa de ocupación,,,,,Azpeitia,%,Azpeitia,67.7
2023,Tasa de ocupación,,,,,Azpeitia,%,Azpeitia,77.7
2020,Tasa de ocupación,,,,,Azpeitia,%,Azpeitia,74.8
2018,Tasa de ocupación,,,,,Azpeitia,%,Azpeitia,73.2
2019,Tasa de ocupación,,,,,Azpeitia,%,Azpeitia,74.4
2021,Tasa de ocupación,,,,,Azpeitia,%,Azpeitia,74.3
2018,Tasa de ocupación,,,,,Bakio,%,Bakio,72.4
2010,Tasa de ocupación,,,,,Bakio,%,Bakio,68.9
2022,Tasa de ocupación,,,,,Bakio,%,Bakio,76.0
2021,Tasa de ocupación,,,,,Bakio,%,Bakio,74.1
2015,Tasa de ocupación,,,,,Bakio,%,Bakio,71.4
2019,Tasa de ocupación,,,,,Bakio,%,Bakio,73.8
2016,Tasa de ocupación,,,,,Bakio,%,Bakio,71.1
2023,Tasa de ocupación,,,,,Bakio,%,Bakio,78.4
2020,Tasa de ocupación,,,,,Bakio,%,Bakio,74.0
2023,Tasa de ocupación,,,,,Baliarrain,%,Baliarrain,88.2
2016,Tasa de ocupación,,,,,Baliarrain,%,Baliarrain,75.0
2020,Tasa de ocupación,,,,,Baliarrain,%,Baliarrain,77.2
2019,Tasa de ocupación,,,,,Baliarrain,%,Baliarrain,82.1
2022,Tasa de ocupación,,,,,Baliarrain,%,Baliarrain,79.1
2010,Tasa de ocupación,,,,,Baliarrain,%,Baliarrain,75.0
2015,Tasa de ocupación,,,,,Baliarrain,%,Baliarrain,74.2
2018,Tasa de ocupación,,,,,Baliarrain,%,Baliarrain,80.5
2021,Tasa de ocupación,,,,,Baliarrain,%,Baliarrain,75.8
2018,Tasa de ocupación,,,,,Balmaseda,%,Balmaseda,62.9
2015,Tasa de ocupación,,,,,Balmaseda,%,Balmaseda,61.0
2023,Tasa de ocupación,,,,,Balmaseda,%,Balmaseda,68.5
2010,Tasa de ocupación,,,,,Balmaseda,%,Balmaseda,62.9
2022,Tasa de ocupación,,,,,Balmaseda,%,Balmaseda,66.5
2021,Tasa de ocupación,,,,,Balmaseda,%,Balmaseda,65.0
2020,Tasa de ocupación,,,,,Balmaseda,%,Balmaseda,65.7
2019,Tasa de ocupación,,,,,Balmaseda,%,Balmaseda,64.3
2016,Tasa de ocupación,,,,,Balmaseda,%,Balmaseda,60.7
2019,Tasa de ocupación,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,69.9
2023,Tasa de ocupación,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,72.4
2016,Tasa de ocupación,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,70.3
2022,Tasa de ocupación,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,69.2
2021,Tasa de ocupación,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,69.2
2015,Tasa de ocupación,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,72.9
2020,Tasa de ocupación,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,67.7
2018,Tasa de ocupación,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,72.4
2010,Tasa de ocupación,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,72.9
2010,Tasa de ocupación,,,,,Barakaldo,%,Barakaldo,64.4
2021,Tasa de ocupación,,,,,Barakaldo,%,Barakaldo,68.5
2019,Tasa de ocupación,,,,,Barakaldo,%,Barakaldo,68.4
2020,Tasa de ocupación,,,,,Barakaldo,%,Barakaldo,69.2
2018,Tasa de ocupación,,,,,Barakaldo,%,Barakaldo,67.0
2015,Tasa de ocupación,,,,,Barakaldo,%,Barakaldo,63.7
2016,Tasa de ocupación,,,,,Barakaldo,%,Barakaldo,64.2
2023,Tasa de ocupación,,,,,Barakaldo,%,Barakaldo,73.0
2022,Tasa de ocupación,,,,,Barakaldo,%,Barakaldo,70.9
2019,Tasa de ocupación,,,,,Barrika,%,Barrika,66.2
2023,Tasa de ocupación,,,,,Barrika,%,Barrika,74.1
2018,Tasa de ocupación,,,,,Barrika,%,Barrika,67.9
2021,Tasa de ocupación,,,,,Barrika,%,Barrika,67.2
2010,Tasa de ocupación,,,,,Barrika,%,Barrika,65.5
2016,Tasa de ocupación,,,,,Barrika,%,Barrika,64.8
2015,Tasa de ocupación,,,,,Barrika,%,Barrika,66.3
2022,Tasa de ocupación,,,,,Barrika,%,Barrika,70.7
2020,Tasa de ocupación,,,,,Barrika,%,Barrika,68.5
2022,Tasa de ocupación,,,,,Barrundia,%,Barrundia,77.8
2010,Tasa de ocupación,,,,,Barrundia,%,Barrundia,78.7
2019,Tasa de ocupación,,,,,Barrundia,%,Barrundia,81.6
2021,Tasa de ocupación,,,,,Barrundia,%,Barrundia,79.1
2023,Tasa de ocupación,,,,,Barrundia,%,Barrundia,78.6
2016,Tasa de ocupación,,,,,Barrundia,%,Barrundia,80.1
2020,Tasa de ocupación,,,,,Barrundia,%,Barrundia,78.0
2018,Tasa de ocupación,,,,,Barrundia,%,Barrundia,81.5
2015,Tasa de ocupación,,,,,Barrundia,%,Barrundia,80.4
2022,Tasa de ocupación,,,,,Basauri,%,Basauri,69.5
2018,Tasa de ocupación,,,,,Basauri,%,Basauri,67.2
2010,Tasa de ocupación,,,,,Basauri,%,Basauri,63.3
2023,Tasa de ocupación,,,,,Basauri,%,Basauri,71.6
2016,Tasa de ocupación,,,,,Basauri,%,Basauri,63.8
2021,Tasa de ocupación,,,,,Basauri,%,Basauri,67.9
2015,Tasa de ocupación,,,,,Basauri,%,Basauri,63.0
2020,Tasa de ocupación,,,,,Basauri,%,Basauri,68.7
2019,Tasa de ocupación,,,,,Basauri,%,Basauri,67.9
2010,Tasa de ocupación,,,,,Beasain,%,Beasain,67.0
2023,Tasa de ocupación,,,,,Beasain,%,Beasain,74.6
2021,Tasa de ocupación,,,,,Beasain,%,Beasain,72.1
2022,Tasa de ocupación,,,,,Beasain,%,Beasain,73.5
2020,Tasa de ocupación,,,,,Beasain,%,Beasain,73.3
2015,Tasa de ocupación,,,,,Beasain,%,Beasain,68.3
2016,Tasa de ocupación,,,,,Beasain,%,Beasain,68.1
2019,Tasa de ocupación,,,,,Beasain,%,Beasain,73.0
2018,Tasa de ocupación,,,,,Beasain,%,Beasain,71.8
2022,Tasa de ocupación,,,,,Bedia,%,Bedia,71.4
2018,Tasa de ocupación,,,,,Bedia,%,Bedia,69.7
2015,Tasa de ocupación,,,,,Bedia,%,Bedia,69.6
2010,Tasa de ocupación,,,,,Bedia,%,Bedia,67.1
2020,Tasa de ocupación,,,,,Bedia,%,Bedia,71.6
2023,Tasa de ocupación,,,,,Bedia,%,Bedia,75.4
2019,Tasa de ocupación,,,,,Bedia,%,Bedia,73.2
2016,Tasa de ocupación,,,,,Bedia,%,Bedia,67.0
2021,Tasa de ocupación,,,,,Bedia,%,Bedia,71.0
2021,Tasa de ocupación,,,,,Beizama,%,Beizama,82.4
2019,Tasa de ocupación,,,,,Beizama,%,Beizama,67.6
2020,Tasa de ocupación,,,,,Beizama,%,Beizama,74.4
2016,Tasa de ocupación,,,,,Beizama,%,Beizama,67.1
2023,Tasa de ocupación,,,,,Beizama,%,Beizama,80.6
2010,Tasa de ocupación,,,,,Beizama,%,Beizama,72.5
2018,Tasa de ocupación,,,,,Beizama,%,Beizama,71.3
2022,Tasa de ocupación,,,,,Beizama,%,Beizama,76.7
2015,Tasa de ocupación,,,,,Beizama,%,Beizama,76.9
2019,Tasa de ocupación,,,,,Belauntza,%,Belauntza,66.9
2015,Tasa de ocupación,,,,,Belauntza,%,Belauntza,67.6
2016,Tasa de ocupación,,,,,Belauntza,%,Belauntza,68.6
2018,Tasa de ocupación,,,,,Belauntza,%,Belauntza,69.9
2023,Tasa de ocupación,,,,,Belauntza,%,Belauntza,75.0
2020,Tasa de ocupación,,,,,Belauntza,%,Belauntza,71.1
2021,Tasa de ocupación,,,,,Belauntza,%,Belauntza,71.7
2010,Tasa de ocupación,,,,,Belauntza,%,Belauntza,67.0
2022,Tasa de ocupación,,,,,Belauntza,%,Belauntza,68.9
2020,Tasa de ocupación,,,,,Berango,%,Berango,72.4
2023,Tasa de ocupación,,,,,Berango,%,Berango,74.8
2015,Tasa de ocupación,,,,,Berango,%,Berango,67.7
2022,Tasa de ocupación,,,,,Berango,%,Berango,73.5
2016,Tasa de ocupación,,,,,Berango,%,Berango,68.1
2010,Tasa de ocupación,,,,,Berango,%,Berango,67.2
2021,Tasa de ocupación,,,,,Berango,%,Berango,71.8
2019,Tasa de ocupación,,,,,Berango,%,Berango,71.5
2018,Tasa de ocupación,,,,,Berango,%,Berango,70.5
2016,Tasa de ocupación,,,,,Berantevilla,%,Berantevilla,61.5
2018,Tasa de ocupación,,,,,Berantevilla,%,Berantevilla,69.5
2020,Tasa de ocupación,,,,,Berantevilla,%,Berantevilla,68.7
2015,Tasa de ocupación,,,,,Berantevilla,%,Berantevilla,63.2
2022,Tasa de ocupación,,,,,Berantevilla,%,Berantevilla,74.3
2023,Tasa de ocupación,,,,,Berantevilla,%,Berantevilla,75.9
2010,Tasa de ocupación,,,,,Berantevilla,%,Berantevilla,65.9
2021,Tasa de ocupación,,,,,Berantevilla,%,Berantevilla,75.5
2019,Tasa de ocupación,,,,,Berantevilla,%,Berantevilla,71.8
2015,Tasa de ocupación,,,,,Berastegi,%,Berastegi,72.9
2021,Tasa de ocupación,,,,,Berastegi,%,Berastegi,79.2
2016,Tasa de ocupación,,,,,Berastegi,%,Berastegi,69.5
2018,Tasa de ocupación,,,,,Berastegi,%,Berastegi,73.2
2019,Tasa de ocupación,,,,,Berastegi,%,Berastegi,75.3
2022,Tasa de ocupación,,,,,Berastegi,%,Berastegi,81.3
2010,Tasa de ocupación,,,,,Berastegi,%,Berastegi,70.1
2020,Tasa de ocupación,,,,,Berastegi,%,Berastegi,78.5
2023,Tasa de ocupación,,,,,Berastegi,%,Berastegi,81.4
2020,Tasa de ocupación,,,,,Bergara,%,Bergara,73.6
2010,Tasa de ocupación,,,,,Bergara,%,Bergara,69.4
2018,Tasa de ocupación,,,,,Bergara,%,Bergara,72.0
2021,Tasa de ocupación,,,,,Bergara,%,Bergara,72.8
2015,Tasa de ocupación,,,,,Bergara,%,Bergara,68.9
2023,Tasa de ocupación,,,,,Bergara,%,Bergara,75.7
2016,Tasa de ocupación,,,,,Bergara,%,Bergara,68.4
2019,Tasa de ocupación,,,,,Bergara,%,Bergara,73.2
2022,Tasa de ocupación,,,,,Bergara,%,Bergara,74.8
2022,Tasa de ocupación,,,,,Bermeo,%,Bermeo,66.8
2019,Tasa de ocupación,,,,,Bermeo,%,Bermeo,63.3
2018,Tasa de ocupación,,,,,Bermeo,%,Bermeo,63.1
2016,Tasa de ocupación,,,,,Bermeo,%,Bermeo,60.5
2010,Tasa de ocupación,,,,,Bermeo,%,Bermeo,60.9
2023,Tasa de ocupación,,,,,Bermeo,%,Bermeo,69.3
2015,Tasa de ocupación,,,,,Bermeo,%,Bermeo,59.8
2021,Tasa de ocupación,,,,,Bermeo,%,Bermeo,64.2
2020,Tasa de ocupación,,,,,Bermeo,%,Bermeo,64.0
2010,Tasa de ocupación,,,,,Bernedo,%,Bernedo,79.2
2015,Tasa de ocupación,,,,,Bernedo,%,Bernedo,79.5
2020,Tasa de ocupación,,,,,Bernedo,%,Bernedo,77.4
2018,Tasa de ocupación,,,,,Bernedo,%,Bernedo,76.1
2022,Tasa de ocupación,,,,,Bernedo,%,Bernedo,75.6
2019,Tasa de ocupación,,,,,Bernedo,%,Bernedo,81.2
2023,Tasa de ocupación,,,,,Bernedo,%,Bernedo,77.2
2021,Tasa de ocupación,,,,,Bernedo,%,Bernedo,76.5
2016,Tasa de ocupación,,,,,Bernedo,%,Bernedo,78.7
2019,Tasa de ocupación,,,,,Berriatua,%,Berriatua,71.6
2021,Tasa de ocupación,,,,,Berriatua,%,Berriatua,73.2
2016,Tasa de ocupación,,,,,Berriatua,%,Berriatua,69.6
2022,Tasa de ocupación,,,,,Berriatua,%,Berriatua,74.9
2015,Tasa de ocupación,,,,,Berriatua,%,Berriatua,67.8
2018,Tasa de ocupación,,,,,Berriatua,%,Berriatua,68.5
2020,Tasa de ocupación,,,,,Berriatua,%,Berriatua,71.2
2010,Tasa de ocupación,,,,,Berriatua,%,Berriatua,64.9
2023,Tasa de ocupación,,,,,Berriatua,%,Berriatua,77.6
2020,Tasa de ocupación,,,,,Berriz,%,Berriz,73.6
2018,Tasa de ocupación,,,,,Berriz,%,Berriz,72.4
2010,Tasa de ocupación,,,,,Berriz,%,Berriz,68.4
2021,Tasa de ocupación,,,,,Berriz,%,Berriz,73.7
2022,Tasa de ocupación,,,,,Berriz,%,Berriz,74.8
2023,Tasa de ocupación,,,,,Berriz,%,Berriz,76.4
2019,Tasa de ocupación,,,,,Berriz,%,Berriz,72.9
2016,Tasa de ocupación,,,,,Berriz,%,Berriz,70.0
2015,Tasa de ocupación,,,,,Berriz,%,Berriz,68.8
2023,Tasa de ocupación,,,,,Berrobi,%,Berrobi,81.3
2022,Tasa de ocupación,,,,,Berrobi,%,Berrobi,78.9
2019,Tasa de ocupación,,,,,Berrobi,%,Berrobi,73.9
2021,Tasa de ocupación,,,,,Berrobi,%,Berrobi,75.6
2015,Tasa de ocupación,,,,,Berrobi,%,Berrobi,67.1
2010,Tasa de ocupación,,,,,Berrobi,%,Berrobi,68.6
2020,Tasa de ocupación,,,,,Berrobi,%,Berrobi,75.9
2016,Tasa de ocupación,,,,,Berrobi,%,Berrobi,66.5
2018,Tasa de ocupación,,,,,Berrobi,%,Berrobi,71.8
2022,Tasa de ocupación,,,,,Bidania-Goiatz,%,Bidania-Goiatz,79.8
2016,Tasa de ocupación,,,,,Bidania-Goiatz,%,Bidania-Goiatz,77.9
2015,Tasa de ocupación,,,,,Bidania-Goiatz,%,Bidania-Goiatz,74.7
2021,Tasa de ocupación,,,,,Bidania-Goiatz,%,Bidania-Goiatz,74.2
2020,Tasa de ocupación,,,,,Bidania-Goiatz,%,Bidania-Goiatz,76.5
2018,Tasa de ocupación,,,,,Bidania-Goiatz,%,Bidania-Goiatz,80.2
2010,Tasa de ocupación,,,,,Bidania-Goiatz,%,Bidania-Goiatz,67.7
2023,Tasa de ocupación,,,,,Bidania-Goiatz,%,Bidania-Goiatz,80.3
2019,Tasa de ocupación,,,,,Bidania-Goiatz,%,Bidania-Goiatz,77.8
2020,Tasa de ocupación,,,,,Bilbao,%,Bilbao,67.7
2010,Tasa de ocupación,,,,,Bilbao,%,Bilbao,63.2
2015,Tasa de ocupación,,,,,Bilbao,%,Bilbao,63.4
2021,Tasa de ocupación,,,,,Bilbao,%,Bilbao,66.8
2023,Tasa de ocupación,,,,,Bilbao,%,Bilbao,70.9
2022,Tasa de ocupación,,,,,Bilbao,%,Bilbao,68.4
2016,Tasa de ocupación,,,,,Bilbao,%,Bilbao,63.1
2019,Tasa de ocupación,,,,,Bilbao,%,Bilbao,67.1
2018,Tasa de ocupación,,,,,Bilbao,%,Bilbao,65.7
2010,Tasa de ocupación,,,,,Busturia,%,Busturia,66.7
2018,Tasa de ocupación,,,,,Busturia,%,Busturia,64.9
2015,Tasa de ocupación,,,,,Busturia,%,Busturia,65.5
2022,Tasa de ocupación,,,,,Busturia,%,Busturia,71.4
2019,Tasa de ocupación,,,,,Busturia,%,Busturia,69.3
2020,Tasa de ocupación,,,,,Busturia,%,Busturia,67.9
2016,Tasa de ocupación,,,,,Busturia,%,Busturia,63.7
2023,Tasa de ocupación,,,,,Busturia,%,Busturia,73.1
2021,Tasa de ocupación,,,,,Busturia,%,Busturia,68.6
2016,Tasa de ocupación,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,72.2
2019,Tasa de ocupación,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,75.3
2020,Tasa de ocupación,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,73.9
2023,Tasa de ocupación,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,77.3
2018,Tasa de ocupación,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,72.4
2022,Tasa de ocupación,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,76.2
2015,Tasa de ocupación,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,68.6
2010,Tasa de ocupación,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,71.1
2021,Tasa de ocupación,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,71.8
2010,Tasa de ocupación,,,,,Deba,%,Deba,67.4
2019,Tasa de ocupación,,,,,Deba,%,Deba,74.7
2016,Tasa de ocupación,,,,,Deba,%,Deba,69.8
2023,Tasa de ocupación,,,,,Deba,%,Deba,77.7
2022,Tasa de ocupación,,,,,Deba,%,Deba,76.0
2015,Tasa de ocupación,,,,,Deba,%,Deba,68.1
2021,Tasa de ocupación,,,,,Deba,%,Deba,73.3
2018,Tasa de ocupación,,,,,Deba,%,Deba,72.7
2020,Tasa de ocupación,,,,,Deba,%,Deba,74.1
2019,Tasa de ocupación,,,,,Derio,%,Derio,77.4
2016,Tasa de ocupación,,,,,Derio,%,Derio,75.1
2021,Tasa de ocupación,,,,,Derio,%,Derio,77.2
2018,Tasa de ocupación,,,,,Derio,%,Derio,77.4
2023,Tasa de ocupación,,,,,Derio,%,Derio,79.1
2020,Tasa de ocupación,,,,,Derio,%,Derio,78.7
2022,Tasa de ocupación,,,,,Derio,%,Derio,78.5
2010,Tasa de ocupación,,,,,Derio,%,Derio,70.0
2015,Tasa de ocupación,,,,,Derio,%,Derio,72.6
2016,Tasa de ocupación,,,,,Dima,%,Dima,75.3
2018,Tasa de ocupación,,,,,Dima,%,Dima,76.4
2010,Tasa de ocupación,,,,,Dima,%,Dima,71.1
2019,Tasa de ocupación,,,,,Dima,%,Dima,79.1
2020,Tasa de ocupación,,,,,Dima,%,Dima,76.9
2023,Tasa de ocupación,,,,,Dima,%,Dima,77.3
2015,Tasa de ocupación,,,,,Dima,%,Dima,75.2
2021,Tasa de ocupación,,,,,Dima,%,Dima,75.8
2022,Tasa de ocupación,,,,,Dima,%,Dima,77.3
2021,Tasa de ocupación,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,70.9
2018,Tasa de ocupación,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,70.8
2020,Tasa de ocupación,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,72.3
2016,Tasa de ocupación,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,68.2
2015,Tasa de ocupación,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,68.5
2023,Tasa de ocupación,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,75.4
2010,Tasa de ocupación,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,67.2
2019,Tasa de ocupación,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,71.9
2022,Tasa de ocupación,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,72.8
2020,Tasa de ocupación,,,,,Durango,%,Durango,72.5
2018,Tasa de ocupación,,,,,Durango,%,Durango,71.2
2015,Tasa de ocupación,,,,,Durango,%,Durango,68.7
2010,Tasa de ocupación,,,,,Durango,%,Durango,66.3
2021,Tasa de ocupación,,,,,Durango,%,Durango,71.9
2022,Tasa de ocupación,,,,,Durango,%,Durango,73.8
2019,Tasa de ocupación,,,,,Durango,%,Durango,72.5
2023,Tasa de ocupación,,,,,Durango,%,Durango,75.9
2016,Tasa de ocupación,,,,,Durango,%,Durango,69.3
2015,Tasa de ocupación,,,,,Ea,%,Ea,68.0
2018,Tasa de ocupación,,,,,Ea,%,Ea,65.2
2022,Tasa de ocupación,,,,,Ea,%,Ea,67.9
2016,Tasa de ocupación,,,,,Ea,%,Ea,64.7
2021,Tasa de ocupación,,,,,Ea,%,Ea,66.6
2019,Tasa de ocupación,,,,,Ea,%,Ea,68.5
2010,Tasa de ocupación,,,,,Ea,%,Ea,66.5
2020,Tasa de ocupación,,,,,Ea,%,Ea,66.2
2023,Tasa de ocupación,,,,,Ea,%,Ea,69.6
2021,Tasa de ocupación,,,,,Eibar,%,Eibar,69.5
2016,Tasa de ocupación,,,,,Eibar,%,Eibar,65.2
2015,Tasa de ocupación,,,,,Eibar,%,Eibar,65.1
2020,Tasa de ocupación,,,,,Eibar,%,Eibar,69.6
2022,Tasa de ocupación,,,,,Eibar,%,Eibar,71.3
2010,Tasa de ocupación,,,,,Eibar,%,Eibar,66.0
2018,Tasa de ocupación,,,,,Eibar,%,Eibar,69.4
2019,Tasa de ocupación,,,,,Eibar,%,Eibar,70.2
2023,Tasa de ocupación,,,,,Eibar,%,Eibar,73.8
2018,Tasa de ocupación,,,,,Elantxobe,%,Elantxobe,58.7
2015,Tasa de ocupación,,,,,Elantxobe,%,Elantxobe,60.5
2010,Tasa de ocupación,,,,,Elantxobe,%,Elantxobe,55.9
2019,Tasa de ocupación,,,,,Elantxobe,%,Elantxobe,58.3
2023,Tasa de ocupación,,,,,Elantxobe,%,Elantxobe,67.0
2020,Tasa de ocupación,,,,,Elantxobe,%,Elantxobe,65.0
2021,Tasa de ocupación,,,,,Elantxobe,%,Elantxobe,60.1
2016,Tasa de ocupación,,,,,Elantxobe,%,Elantxobe,55.9
2022,Tasa de ocupación,,,,,Elantxobe,%,Elantxobe,63.9
2018,Tasa de ocupación,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,79.6
2016,Tasa de ocupación,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,76.2
2021,Tasa de ocupación,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,75.3
2020,Tasa de ocupación,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,77.8
