Year,Series,Edad,Sexo,Tipo de contrato,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2020,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,55.4
2023,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,56.6
2021,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,55.2
2015,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,57.8
2019,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,57.6
2018,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,56.3
2016,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,59.6
2022,Tasa de ocupación,16 años y más,,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,57.5
2023,Tasa de ocupación,16 años y más,,,,,Arrieta,%,Arrieta,56.5
2016,Tasa de ocupación,16 años y más,,,,,Arrieta,%,Arrieta,54.8
2022,Tasa de ocupación,16 años y más,,,,,Arrieta,%,Arrieta,57.6
2010,Tasa de ocupación,16 años y más,,,,,Arrieta,%,Arrieta,54.1
2019,Tasa de ocupación,16 años y más,,,,,Arrieta,%,Arrieta,55.1
2015,Tasa de ocupación,16 años y más,,,,,Arrieta,%,Arrieta,53.7
2018,Tasa de ocupación,16 años y más,,,,,Arrieta,%,Arrieta,54.0
2021,Tasa de ocupación,16 años y más,,,,,Arrieta,%,Arrieta,56.2
2020,Tasa de ocupación,16 años y más,,,,,Arrieta,%,Arrieta,53.2
2018,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,%,Arrigorriaga,53.2
2021,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,%,Arrigorriaga,53.1
2019,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,%,Arrigorriaga,54.1
2010,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,%,Arrigorriaga,54.7
2023,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,%,Arrigorriaga,56.0
2022,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,%,Arrigorriaga,54.3
2015,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,%,Arrigorriaga,51.4
2020,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,%,Arrigorriaga,54.1
2016,Tasa de ocupación,16 años y más,,,,,Arrigorriaga,%,Arrigorriaga,51.3
2019,Tasa de ocupación,16 años y más,,,,,Artea,%,Artea,52.8
2016,Tasa de ocupación,16 años y más,,,,,Artea,%,Artea,49.4
2021,Tasa de ocupación,16 años y más,,,,,Artea,%,Artea,49.0
2022,Tasa de ocupación,16 años y más,,,,,Artea,%,Artea,51.3
2020,Tasa de ocupación,16 años y más,,,,,Artea,%,Artea,51.3
2015,Tasa de ocupación,16 años y más,,,,,Artea,%,Artea,51.7
2023,Tasa de ocupación,16 años y más,,,,,Artea,%,Artea,52.5
2010,Tasa de ocupación,16 años y más,,,,,Artea,%,Artea,55.7
2018,Tasa de ocupación,16 años y más,,,,,Artea,%,Artea,51.2
2010,Tasa de ocupación,16 años y más,,,,,Artzentales,%,Artzentales,48.8
2019,Tasa de ocupación,16 años y más,,,,,Artzentales,%,Artzentales,45.7
2016,Tasa de ocupación,16 años y más,,,,,Artzentales,%,Artzentales,44.3
2015,Tasa de ocupación,16 años y más,,,,,Artzentales,%,Artzentales,46.4
2023,Tasa de ocupación,16 años y más,,,,,Artzentales,%,Artzentales,48.6
2021,Tasa de ocupación,16 años y más,,,,,Artzentales,%,Artzentales,45.8
2018,Tasa de ocupación,16 años y más,,,,,Artzentales,%,Artzentales,46.3
2022,Tasa de ocupación,16 años y más,,,,,Artzentales,%,Artzentales,44.9
2020,Tasa de ocupación,16 años y más,,,,,Artzentales,%,Artzentales,47.3
2020,Tasa de ocupación,16 años y más,,,,,Artziniega,%,Artziniega,53.1
2010,Tasa de ocupación,16 años y más,,,,,Artziniega,%,Artziniega,54.4
2018,Tasa de ocupación,16 años y más,,,,,Artziniega,%,Artziniega,54.3
2022,Tasa de ocupación,16 años y más,,,,,Artziniega,%,Artziniega,54.1
2023,Tasa de ocupación,16 años y más,,,,,Artziniega,%,Artziniega,54.8
2015,Tasa de ocupación,16 años y más,,,,,Artziniega,%,Artziniega,53.6
2019,Tasa de ocupación,16 años y más,,,,,Artziniega,%,Artziniega,53.4
2021,Tasa de ocupación,16 años y más,,,,,Artziniega,%,Artziniega,53.0
2016,Tasa de ocupación,16 años y más,,,,,Artziniega,%,Artziniega,52.2
2021,Tasa de ocupación,16 años y más,,,,,Asparrena,%,Asparrena,49.9
2018,Tasa de ocupación,16 años y más,,,,,Asparrena,%,Asparrena,52.3
2020,Tasa de ocupación,16 años y más,,,,,Asparrena,%,Asparrena,51.0
2016,Tasa de ocupación,16 años y más,,,,,Asparrena,%,Asparrena,50.9
2010,Tasa de ocupación,16 años y más,,,,,Asparrena,%,Asparrena,53.0
2022,Tasa de ocupación,16 años y más,,,,,Asparrena,%,Asparrena,51.9
2019,Tasa de ocupación,16 años y más,,,,,Asparrena,%,Asparrena,50.8
2015,Tasa de ocupación,16 años y más,,,,,Asparrena,%,Asparrena,49.7
2023,Tasa de ocupación,16 años y más,,,,,Asparrena,%,Asparrena,53.6
2019,Tasa de ocupación,16 años y más,,,,,Asteasu,%,Asteasu,59.1
2018,Tasa de ocupación,16 años y más,,,,,Asteasu,%,Asteasu,59.3
2016,Tasa de ocupación,16 años y más,,,,,Asteasu,%,Asteasu,57.4
2010,Tasa de ocupación,16 años y más,,,,,Asteasu,%,Asteasu,59.2
2015,Tasa de ocupación,16 años y más,,,,,Asteasu,%,Asteasu,58.6
2023,Tasa de ocupación,16 años y más,,,,,Asteasu,%,Asteasu,60.1
2022,Tasa de ocupación,16 años y más,,,,,Asteasu,%,Asteasu,58.5
2020,Tasa de ocupación,16 años y más,,,,,Asteasu,%,Asteasu,58.8
2021,Tasa de ocupación,16 años y más,,,,,Asteasu,%,Asteasu,57.2
2019,Tasa de ocupación,16 años y más,,,,,Astigarraga,%,Astigarraga,67.6
2020,Tasa de ocupación,16 años y más,,,,,Astigarraga,%,Astigarraga,68.3
2016,Tasa de ocupación,16 años y más,,,,,Astigarraga,%,Astigarraga,64.5
2022,Tasa de ocupación,16 años y más,,,,,Astigarraga,%,Astigarraga,68.3
2018,Tasa de ocupación,16 años y más,,,,,Astigarraga,%,Astigarraga,65.8
2023,Tasa de ocupación,16 años y más,,,,,Astigarraga,%,Astigarraga,69.2
2015,Tasa de ocupación,16 años y más,,,,,Astigarraga,%,Astigarraga,63.8
2010,Tasa de ocupación,16 años y más,,,,,Astigarraga,%,Astigarraga,61.5
2021,Tasa de ocupación,16 años y más,,,,,Astigarraga,%,Astigarraga,67.6
2021,Tasa de ocupación,16 años y más,,,,,Ataun,%,Ataun,52.8
2019,Tasa de ocupación,16 años y más,,,,,Ataun,%,Ataun,53.1
2010,Tasa de ocupación,16 años y más,,,,,Ataun,%,Ataun,54.3
2018,Tasa de ocupación,16 años y más,,,,,Ataun,%,Ataun,53.0
2022,Tasa de ocupación,16 años y más,,,,,Ataun,%,Ataun,54.9
2023,Tasa de ocupación,16 años y más,,,,,Ataun,%,Ataun,53.6
2020,Tasa de ocupación,16 años y más,,,,,Ataun,%,Ataun,53.0
2016,Tasa de ocupación,16 años y más,,,,,Ataun,%,Ataun,51.8
2015,Tasa de ocupación,16 años y más,,,,,Ataun,%,Ataun,52.7
2016,Tasa de ocupación,16 años y más,,,,,Atxondo,%,Atxondo,51.8
2019,Tasa de ocupación,16 años y más,,,,,Atxondo,%,Atxondo,52.9
2023,Tasa de ocupación,16 años y más,,,,,Atxondo,%,Atxondo,53.5
2018,Tasa de ocupación,16 años y más,,,,,Atxondo,%,Atxondo,52.9
2021,Tasa de ocupación,16 años y más,,,,,Atxondo,%,Atxondo,51.3
2010,Tasa de ocupación,16 años y más,,,,,Atxondo,%,Atxondo,52.3
2020,Tasa de ocupación,16 años y más,,,,,Atxondo,%,Atxondo,50.0
2022,Tasa de ocupación,16 años y más,,,,,Atxondo,%,Atxondo,52.3
2015,Tasa de ocupación,16 años y más,,,,,Atxondo,%,Atxondo,48.8
2019,Tasa de ocupación,16 años y más,,,,,Aulesti,%,Aulesti,48.5
2023,Tasa de ocupación,16 años y más,,,,,Aulesti,%,Aulesti,47.9
2010,Tasa de ocupación,16 años y más,,,,,Aulesti,%,Aulesti,47.7
2022,Tasa de ocupación,16 años y más,,,,,Aulesti,%,Aulesti,47.4
2020,Tasa de ocupación,16 años y más,,,,,Aulesti,%,Aulesti,47.5
2015,Tasa de ocupación,16 años y más,,,,,Aulesti,%,Aulesti,47.8
2016,Tasa de ocupación,16 años y más,,,,,Aulesti,%,Aulesti,48.8
2021,Tasa de ocupación,16 años y más,,,,,Aulesti,%,Aulesti,47.4
2018,Tasa de ocupación,16 años y más,,,,,Aulesti,%,Aulesti,49.2
2010,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,%,Ayala/Aiara,57.4
2023,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,%,Ayala/Aiara,58.5
2021,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,%,Ayala/Aiara,56.7
2015,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,%,Ayala/Aiara,56.8
2018,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,%,Ayala/Aiara,58.3
2020,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,%,Ayala/Aiara,57.5
2022,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,%,Ayala/Aiara,58.2
2016,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,%,Ayala/Aiara,56.5
2019,Tasa de ocupación,16 años y más,,,,,Ayala/Aiara,%,Ayala/Aiara,57.8
2010,Tasa de ocupación,16 años y más,,,,,Azkoitia,%,Azkoitia,51.3
2021,Tasa de ocupación,16 años y más,,,,,Azkoitia,%,Azkoitia,53.3
2016,Tasa de ocupación,16 años y más,,,,,Azkoitia,%,Azkoitia,50.2
2020,Tasa de ocupación,16 años y más,,,,,Azkoitia,%,Azkoitia,54.7
2018,Tasa de ocupación,16 años y más,,,,,Azkoitia,%,Azkoitia,53.3
2022,Tasa de ocupación,16 años y más,,,,,Azkoitia,%,Azkoitia,54.9
2015,Tasa de ocupación,16 años y más,,,,,Azkoitia,%,Azkoitia,50.0
2019,Tasa de ocupación,16 años y más,,,,,Azkoitia,%,Azkoitia,54.2
2023,Tasa de ocupación,16 años y más,,,,,Azkoitia,%,Azkoitia,55.2
2010,Tasa de ocupación,16 años y más,,,,,Azpeitia,%,Azpeitia,52.2
2023,Tasa de ocupación,16 años y más,,,,,Azpeitia,%,Azpeitia,54.8
2021,Tasa de ocupación,16 años y más,,,,,Azpeitia,%,Azpeitia,52.8
2018,Tasa de ocupación,16 años y más,,,,,Azpeitia,%,Azpeitia,52.8
2019,Tasa de ocupación,16 años y más,,,,,Azpeitia,%,Azpeitia,53.5
2016,Tasa de ocupación,16 años y más,,,,,Azpeitia,%,Azpeitia,49.9
2015,Tasa de ocupación,16 años y más,,,,,Azpeitia,%,Azpeitia,49.2
2022,Tasa de ocupación,16 años y más,,,,,Azpeitia,%,Azpeitia,54.2
2020,Tasa de ocupación,16 años y más,,,,,Azpeitia,%,Azpeitia,53.5
2018,Tasa de ocupación,16 años y más,,,,,Bakio,%,Bakio,56.0
2016,Tasa de ocupación,16 años y más,,,,,Bakio,%,Bakio,55.3
2021,Tasa de ocupación,16 años y más,,,,,Bakio,%,Bakio,56.4
2023,Tasa de ocupación,16 años y más,,,,,Bakio,%,Bakio,58.7
2015,Tasa de ocupación,16 años y más,,,,,Bakio,%,Bakio,56.4
2010,Tasa de ocupación,16 años y más,,,,,Bakio,%,Bakio,55.8
2022,Tasa de ocupación,16 años y más,,,,,Bakio,%,Bakio,58.0
2020,Tasa de ocupación,16 años y más,,,,,Bakio,%,Bakio,56.5
2019,Tasa de ocupación,16 años y más,,,,,Bakio,%,Bakio,56.5
2023,Tasa de ocupación,16 años y más,,,,,Baliarrain,%,Baliarrain,72.6
2019,Tasa de ocupación,16 años y más,,,,,Baliarrain,%,Baliarrain,65.1
2015,Tasa de ocupación,16 años y más,,,,,Baliarrain,%,Baliarrain,62.8
2022,Tasa de ocupación,16 años y más,,,,,Baliarrain,%,Baliarrain,63.7
2018,Tasa de ocupación,16 años y más,,,,,Baliarrain,%,Baliarrain,66.0
2016,Tasa de ocupación,16 años y más,,,,,Baliarrain,%,Baliarrain,62.6
2010,Tasa de ocupación,16 años y más,,,,,Baliarrain,%,Baliarrain,60.0
2021,Tasa de ocupación,16 años y más,,,,,Baliarrain,%,Baliarrain,60.5
2020,Tasa de ocupación,16 años y más,,,,,Baliarrain,%,Baliarrain,60.7
2018,Tasa de ocupación,16 años y más,,,,,Balmaseda,%,Balmaseda,44.8
2016,Tasa de ocupación,16 años y más,,,,,Balmaseda,%,Balmaseda,43.9
2010,Tasa de ocupación,16 años y más,,,,,Balmaseda,%,Balmaseda,46.4
2019,Tasa de ocupación,16 años y más,,,,,Balmaseda,%,Balmaseda,45.7
2015,Tasa de ocupación,16 años y más,,,,,Balmaseda,%,Balmaseda,44.5
2023,Tasa de ocupación,16 años y más,,,,,Balmaseda,%,Balmaseda,47.6
2021,Tasa de ocupación,16 años y más,,,,,Balmaseda,%,Balmaseda,45.9
2022,Tasa de ocupación,16 años y más,,,,,Balmaseda,%,Balmaseda,46.6
2020,Tasa de ocupación,16 años y más,,,,,Balmaseda,%,Balmaseda,46.6
2021,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,47.8
2023,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,52.5
2019,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,47.8
2020,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,47.3
2022,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,50.7
2018,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,48.8
2016,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,46.4
2010,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,49.0
2015,Tasa de ocupación,16 años y más,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,48.7
2019,Tasa de ocupación,16 años y más,,,,,Barakaldo,%,Barakaldo,49.2
2020,Tasa de ocupación,16 años y más,,,,,Barakaldo,%,Barakaldo,49.7
2022,Tasa de ocupación,16 años y más,,,,,Barakaldo,%,Barakaldo,50.4
2018,Tasa de ocupación,16 años y más,,,,,Barakaldo,%,Barakaldo,48.4
2010,Tasa de ocupación,16 años y más,,,,,Barakaldo,%,Barakaldo,48.5
2021,Tasa de ocupación,16 años y más,,,,,Barakaldo,%,Barakaldo,48.4
2016,Tasa de ocupación,16 años y más,,,,,Barakaldo,%,Barakaldo,46.7
2015,Tasa de ocupación,16 años y más,,,,,Barakaldo,%,Barakaldo,46.7
2023,Tasa de ocupación,16 años y más,,,,,Barakaldo,%,Barakaldo,51.5
2022,Tasa de ocupación,16 años y más,,,,,Barrika,%,Barrika,51.9
2019,Tasa de ocupación,16 años y más,,,,,Barrika,%,Barrika,48.5
2021,Tasa de ocupación,16 años y más,,,,,Barrika,%,Barrika,49.1
2023,Tasa de ocupación,16 años y más,,,,,Barrika,%,Barrika,52.6
2010,Tasa de ocupación,16 años y más,,,,,Barrika,%,Barrika,51.9
2015,Tasa de ocupación,16 años y más,,,,,Barrika,%,Barrika,49.2
2018,Tasa de ocupación,16 años y más,,,,,Barrika,%,Barrika,49.6
2020,Tasa de ocupación,16 años y más,,,,,Barrika,%,Barrika,49.6
2016,Tasa de ocupación,16 años y más,,,,,Barrika,%,Barrika,47.6
2023,Tasa de ocupación,16 años y más,,,,,Barrundia,%,Barrundia,57.7
2022,Tasa de ocupación,16 años y más,,,,,Barrundia,%,Barrundia,59.5
2021,Tasa de ocupación,16 años y más,,,,,Barrundia,%,Barrundia,58.2
2010,Tasa de ocupación,16 años y más,,,,,Barrundia,%,Barrundia,63.3
2016,Tasa de ocupación,16 años y más,,,,,Barrundia,%,Barrundia,60.7
2018,Tasa de ocupación,16 años y más,,,,,Barrundia,%,Barrundia,61.8
2019,Tasa de ocupación,16 años y más,,,,,Barrundia,%,Barrundia,61.5
2020,Tasa de ocupación,16 años y más,,,,,Barrundia,%,Barrundia,57.6
2015,Tasa de ocupación,16 años y más,,,,,Barrundia,%,Barrundia,61.3
2022,Tasa de ocupación,16 años y más,,,,,Basauri,%,Basauri,46.6
2023,Tasa de ocupación,16 años y más,,,,,Basauri,%,Basauri,47.8
2016,Tasa de ocupación,16 años y más,,,,,Basauri,%,Basauri,43.8
2015,Tasa de ocupación,16 años y más,,,,,Basauri,%,Basauri,43.7
2010,Tasa de ocupación,16 años y más,,,,,Basauri,%,Basauri,46.5
2018,Tasa de ocupación,16 años y más,,,,,Basauri,%,Basauri,45.5
2020,Tasa de ocupación,16 años y más,,,,,Basauri,%,Basauri,46.2
2019,Tasa de ocupación,16 años y más,,,,,Basauri,%,Basauri,45.7
2021,Tasa de ocupación,16 años y más,,,,,Basauri,%,Basauri,45.5
2010,Tasa de ocupación,16 años y más,,,,,Beasain,%,Beasain,52.3
2015,Tasa de ocupación,16 años y más,,,,,Beasain,%,Beasain,51.4
2018,Tasa de ocupación,16 años y más,,,,,Beasain,%,Beasain,52.9
2019,Tasa de ocupación,16 años y más,,,,,Beasain,%,Beasain,53.6
2021,Tasa de ocupación,16 años y más,,,,,Beasain,%,Beasain,52.3
2022,Tasa de ocupación,16 años y más,,,,,Beasain,%,Beasain,52.9
2020,Tasa de ocupación,16 años y más,,,,,Beasain,%,Beasain,53.8
2016,Tasa de ocupación,16 años y más,,,,,Beasain,%,Beasain,51.0
2023,Tasa de ocupación,16 años y más,,,,,Beasain,%,Beasain,52.8
2016,Tasa de ocupación,16 años y más,,,,,Bedia,%,Bedia,50.5
2019,Tasa de ocupación,16 años y más,,,,,Bedia,%,Bedia,54.3
2023,Tasa de ocupación,16 años y más,,,,,Bedia,%,Bedia,55.3
2010,Tasa de ocupación,16 años y más,,,,,Bedia,%,Bedia,49.2
2018,Tasa de ocupación,16 años y más,,,,,Bedia,%,Bedia,51.1
2022,Tasa de ocupación,16 años y más,,,,,Bedia,%,Bedia,52.7
2015,Tasa de ocupación,16 años y más,,,,,Bedia,%,Bedia,52.7
2020,Tasa de ocupación,16 años y más,,,,,Bedia,%,Bedia,52.9
2021,Tasa de ocupación,16 años y más,,,,,Bedia,%,Bedia,51.9
2016,Tasa de ocupación,16 años y más,,,,,Beizama,%,Beizama,51.0
2022,Tasa de ocupación,16 años y más,,,,,Beizama,%,Beizama,58.9
2015,Tasa de ocupación,16 años y más,,,,,Beizama,%,Beizama,58.7
2018,Tasa de ocupación,16 años y más,,,,,Beizama,%,Beizama,52.7
2010,Tasa de ocupación,16 años y más,,,,,Beizama,%,Beizama,53.7
2021,Tasa de ocupación,16 años y más,,,,,Beizama,%,Beizama,57.1
2020,Tasa de ocupación,16 años y más,,,,,Beizama,%,Beizama,55.8
2023,Tasa de ocupación,16 años y más,,,,,Beizama,%,Beizama,59.3
2019,Tasa de ocupación,16 años y más,,,,,Beizama,%,Beizama,48.5
2021,Tasa de ocupación,16 años y más,,,,,Belauntza,%,Belauntza,47.2
2022,Tasa de ocupación,16 años y más,,,,,Belauntza,%,Belauntza,47.7
2020,Tasa de ocupación,16 años y más,,,,,Belauntza,%,Belauntza,48.4
2023,Tasa de ocupación,16 años y más,,,,,Belauntza,%,Belauntza,50.2
2018,Tasa de ocupación,16 años y más,,,,,Belauntza,%,Belauntza,50.7
2016,Tasa de ocupación,16 años y más,,,,,Belauntza,%,Belauntza,50.7
2015,Tasa de ocupación,16 años y más,,,,,Belauntza,%,Belauntza,51.1
2019,Tasa de ocupación,16 años y más,,,,,Belauntza,%,Belauntza,45.9
2010,Tasa de ocupación,16 años y más,,,,,Belauntza,%,Belauntza,53.7
2022,Tasa de ocupación,16 años y más,,,,,Berango,%,Berango,54.9
2016,Tasa de ocupación,16 años y más,,,,,Berango,%,Berango,52.9
2021,Tasa de ocupación,16 años y más,,,,,Berango,%,Berango,53.6
2020,Tasa de ocupación,16 años y más,,,,,Berango,%,Berango,54.3
2015,Tasa de ocupación,16 años y más,,,,,Berango,%,Berango,53.8
2018,Tasa de ocupación,16 años y más,,,,,Berango,%,Berango,54.1
2023,Tasa de ocupación,16 años y más,,,,,Berango,%,Berango,55.5
2019,Tasa de ocupación,16 años y más,,,,,Berango,%,Berango,53.9
2010,Tasa de ocupación,16 años y más,,,,,Berango,%,Berango,56.0
2023,Tasa de ocupación,16 años y más,,,,,Berantevilla,%,Berantevilla,51.6
2021,Tasa de ocupación,16 años y más,,,,,Berantevilla,%,Berantevilla,50.0
2020,Tasa de ocupación,16 años y más,,,,,Berantevilla,%,Berantevilla,45.6
2010,Tasa de ocupación,16 años y más,,,,,Berantevilla,%,Berantevilla,48.4
2019,Tasa de ocupación,16 años y más,,,,,Berantevilla,%,Berantevilla,46.0
2016,Tasa de ocupación,16 años y más,,,,,Berantevilla,%,Berantevilla,41.2
2015,Tasa de ocupación,16 años y más,,,,,Berantevilla,%,Berantevilla,44.0
2018,Tasa de ocupación,16 años y más,,,,,Berantevilla,%,Berantevilla,45.9
2022,Tasa de ocupación,16 años y más,,,,,Berantevilla,%,Berantevilla,50.2
2015,Tasa de ocupación,16 años y más,,,,,Berastegi,%,Berastegi,55.5
2021,Tasa de ocupación,16 años y más,,,,,Berastegi,%,Berastegi,56.9
2022,Tasa de ocupación,16 años y más,,,,,Berastegi,%,Berastegi,58.2
2018,Tasa de ocupación,16 años y más,,,,,Berastegi,%,Berastegi,55.0
2019,Tasa de ocupación,16 años y más,,,,,Berastegi,%,Berastegi,56.2
2010,Tasa de ocupación,16 años y más,,,,,Berastegi,%,Berastegi,54.2
2020,Tasa de ocupación,16 años y más,,,,,Berastegi,%,Berastegi,56.5
2016,Tasa de ocupación,16 años y más,,,,,Berastegi,%,Berastegi,53.4
2023,Tasa de ocupación,16 años y más,,,,,Berastegi,%,Berastegi,58.0
2016,Tasa de ocupación,16 años y más,,,,,Bergara,%,Bergara,48.3
2015,Tasa de ocupación,16 años y más,,,,,Bergara,%,Bergara,49.2
2021,Tasa de ocupación,16 años y más,,,,,Bergara,%,Bergara,50.7
2019,Tasa de ocupación,16 años y más,,,,,Bergara,%,Bergara,51.3
2020,Tasa de ocupación,16 años y más,,,,,Bergara,%,Bergara,51.5
2018,Tasa de ocupación,16 años y más,,,,,Bergara,%,Bergara,50.5
2022,Tasa de ocupación,16 años y más,,,,,Bergara,%,Bergara,52.4
2010,Tasa de ocupación,16 años y más,,,,,Bergara,%,Bergara,51.5
2023,Tasa de ocupación,16 años y más,,,,,Bergara,%,Bergara,52.3
2019,Tasa de ocupación,16 años y más,,,,,Bermeo,%,Bermeo,45.0
2023,Tasa de ocupación,16 años y más,,,,,Bermeo,%,Bermeo,48.3
2016,Tasa de ocupación,16 años y más,,,,,Bermeo,%,Bermeo,43.9
2010,Tasa de ocupación,16 años y más,,,,,Bermeo,%,Bermeo,45.9
2022,Tasa de ocupación,16 años y más,,,,,Bermeo,%,Bermeo,46.8
2020,Tasa de ocupación,16 años y más,,,,,Bermeo,%,Bermeo,45.2
2021,Tasa de ocupación,16 años y más,,,,,Bermeo,%,Bermeo,45.1
2018,Tasa de ocupación,16 años y más,,,,,Bermeo,%,Bermeo,45.2
2015,Tasa de ocupación,16 años y más,,,,,Bermeo,%,Bermeo,43.7
2021,Tasa de ocupación,16 años y más,,,,,Bernedo,%,Bernedo,53.0
2020,Tasa de ocupación,16 años y más,,,,,Bernedo,%,Bernedo,52.3
2023,Tasa de ocupación,16 años y más,,,,,Bernedo,%,Bernedo,52.2
2018,Tasa de ocupación,16 años y más,,,,,Bernedo,%,Bernedo,50.7
2010,Tasa de ocupación,16 años y más,,,,,Bernedo,%,Bernedo,54.3
2015,Tasa de ocupación,16 años y más,,,,,Bernedo,%,Bernedo,53.2
2019,Tasa de ocupación,16 años y más,,,,,Bernedo,%,Bernedo,54.3
2016,Tasa de ocupación,16 años y más,,,,,Bernedo,%,Bernedo,52.5
2022,Tasa de ocupación,16 años y más,,,,,Bernedo,%,Bernedo,52.5
2020,Tasa de ocupación,16 años y más,,,,,Berriatua,%,Berriatua,51.2
2018,Tasa de ocupación,16 años y más,,,,,Berriatua,%,Berriatua,49.3
2019,Tasa de ocupación,16 años y más,,,,,Berriatua,%,Berriatua,51.7
2022,Tasa de ocupación,16 años y más,,,,,Berriatua,%,Berriatua,53.5
2016,Tasa de ocupación,16 años y más,,,,,Berriatua,%,Berriatua,50.9
2010,Tasa de ocupación,16 años y más,,,,,Berriatua,%,Berriatua,51.1
2015,Tasa de ocupación,16 años y más,,,,,Berriatua,%,Berriatua,50.9
2023,Tasa de ocupación,16 años y más,,,,,Berriatua,%,Berriatua,53.4
2021,Tasa de ocupación,16 años y más,,,,,Berriatua,%,Berriatua,52.5
2016,Tasa de ocupación,16 años y más,,,,,Berriz,%,Berriz,52.3
2021,Tasa de ocupación,16 años y más,,,,,Berriz,%,Berriz,52.1
2019,Tasa de ocupación,16 años y más,,,,,Berriz,%,Berriz,53.8
2010,Tasa de ocupación,16 años y más,,,,,Berriz,%,Berriz,53.7
2018,Tasa de ocupación,16 años y más,,,,,Berriz,%,Berriz,53.5
2020,Tasa de ocupación,16 años y más,,,,,Berriz,%,Berriz,53.4
2015,Tasa de ocupación,16 años y más,,,,,Berriz,%,Berriz,51.9
2022,Tasa de ocupación,16 años y más,,,,,Berriz,%,Berriz,52.4
