Year,Series,NCD,Sexo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2023,EU_SH_DTH_NCOM,,,,,ES48041,PER_100000_POP,ES48041,329.7
2022,EU_SH_DTH_NCOM,,,,,ES48041,PER_100000_POP,ES48041,447.4
2021,EU_SH_DTH_NCOM,,,,,ES48041,PER_100000_POP,ES48041,1025.1
2017,EU_SH_DTH_NCOM,,,,,ES48041,PER_100000_POP,ES48041,352.1
2016,EU_SH_DTH_NCOM,,,,,ES48041,PER_100000_POP,ES48041,591.0
2020,EU_SH_DTH_NCOM,,,,,ES48041,PER_100000_POP,ES48041,930.8
2024,EU_SH_DTH_NCOM,,,,,ES48041,PER_100000_POP,ES48041,666.7
2019,EU_SH_DTH_NCOM,,,,,ES48041,PER_100000_POP,ES48041,705.5
2010,EU_SH_DTH_NCOM,,,,,ES48041,PER_100000_POP,ES48041,680.3
2015,EU_SH_DTH_NCOM,,,,,ES48041,PER_100000_POP,ES48041,704.6
2017,EU_SH_DTH_NCOM,,,,,ES20907,PER_100000_POP,ES20907,591.7
2011,EU_SH_DTH_NCOM,,,,,ES20907,PER_100000_POP,ES20907,1149.4
2019,EU_SH_DTH_NCOM,,,,,ES20907,PER_100000_POP,ES20907,1197.6
2015,EU_SH_DTH_NCOM,,,,,ES20907,PER_100000_POP,ES20907,598.8
2021,EU_SH_DTH_NCOM,,,,,ES20907,PER_100000_POP,ES20907,1114.2
2013,EU_SH_DTH_NCOM,,,,,ES20907,PER_100000_POP,ES20907,565.0
2022,EU_SH_DTH_NCOM,,,,,ES20907,PER_100000_POP,ES20907,552.5
2024,EU_SH_DTH_NCOM,,,,,ES20907,PER_100000_POP,ES20907,568.2
2012,EU_SH_DTH_NCOM,,,,,ES20907,PER_100000_POP,ES20907,573.1
2018,EU_SH_DTH_NCOM,,,,,ES20907,PER_100000_POP,ES20907,600.6
2012,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,644.5
2019,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,614.3
2010,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,593.3
2017,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,733.6
2021,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,634.0
2022,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,621.3
2023,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,633.7
2024,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,671.4
2013,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,681.8
2014,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,726.8
2016,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,626.6
2011,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,682.3
2020,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,612.5
2015,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,628.6
2018,EU_SH_DTH_NCOM,,,,,ES48046,PER_100000_POP,ES48046,677.0
2011,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,679.8
2016,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,393.4
2017,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,426.1
2015,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,468.8
2019,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,563.8
2012,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,414.1
2024,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,614.1
2020,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,317.5
2022,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,519.8
2018,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,669.4
2010,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,528.9
2021,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,735.0
2013,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,597.5
2014,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,587.0
2023,EU_SH_DTH_NCOM,,,,,ES20039,PER_100000_POP,ES20039,378.7
2011,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,543.2
2023,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,620.0
2013,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,516.5
2015,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,570.9
2017,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,638.7
2016,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,617.2
2024,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,621.5
2010,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,563.6
2014,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,599.4
2018,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,600.2
2012,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,569.5
2020,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,614.6
2021,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,602.8
2022,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,619.6
2019,EU_SH_DTH_NCOM,,,,,ES48044,PER_100000_POP,ES48044,603.7
2018,EU_SH_DTH_NCOM,,,,,ES48047,PER_100000_POP,ES48047,945.6
2014,EU_SH_DTH_NCOM,,,,,ES48047,PER_100000_POP,ES48047,468.4
2019,EU_SH_DTH_NCOM,,,,,ES48047,PER_100000_POP,ES48047,975.6
2023,EU_SH_DTH_NCOM,,,,,ES48047,PER_100000_POP,ES48047,507.6
2021,EU_SH_DTH_NCOM,,,,,ES48047,PER_100000_POP,ES48047,1975.3
2016,EU_SH_DTH_NCOM,,,,,ES48047,PER_100000_POP,ES48047,1432.0
2015,EU_SH_DTH_NCOM,,,,,ES48047,PER_100000_POP,ES48047,1418.4
2013,EU_SH_DTH_NCOM,,,,,ES48047,PER_100000_POP,ES48047,1401.9
2024,EU_SH_DTH_NCOM,,,,,ES48047,PER_100000_POP,ES48047,487.8
2015,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,879.0
2018,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,642.3
2010,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,1255.0
2023,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,707.5
2013,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,754.9
2012,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,749.5
2020,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,407.2
2021,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,819.0
2017,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,1113.1
2011,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,513.6
2024,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,705.5
2022,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,823.0
2019,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,696.3
2014,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,583.6
2016,EU_SH_DTH_NCOM,,,,,ES48042,PER_100000_POP,ES48042,819.9
2014,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,494.6
2016,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,440.1
2022,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,394.2
2020,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,366.9
2024,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,527.1
2013,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,479.3
2017,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,543.4
2021,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,461.8
2023,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,477.1
2018,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,329.6
2012,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,413.4
2015,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,441.9
2019,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,442.2
2011,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,490.0
2010,EU_SH_DTH_NCOM,,,,,ES48043,PER_100000_POP,ES48043,510.6
2022,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,750.1
2013,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,570.1
2023,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,715.6
2010,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,497.0
2016,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,791.2
2012,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,941.6
2011,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,762.2
2018,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,611.4
2020,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,774.2
2014,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,645.0
2017,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,811.8
2024,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,403.5
2019,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,685.6
2021,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,482.8
2015,EU_SH_DTH_NCOM,,,,,ES48045,PER_100000_POP,ES48045,685.0
2020,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,421.1
2017,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,809.7
2019,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,843.9
2015,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,813.0
2011,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,1041.7
2016,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,814.7
2024,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,1785.7
2010,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,1342.3
2021,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,1687.8
2013,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,746.3
2014,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,1167.3
2022,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,2608.7
2018,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,2066.1
2012,EU_SH_DTH_NCOM,,,,,ES01056,PER_100000_POP,ES01056,1083.0
2021,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,515.8
2022,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,549.6
2019,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,548.1
2017,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,610.8
2014,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,587.3
2018,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,561.9
2024,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,713.9
2013,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,453.7
2020,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,589.5
2011,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,569.7
2012,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,641.5
2023,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,596.9
2010,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,557.4
2015,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,540.9
2016,EU_SH_DTH_NCOM,,,,,ES20040,PER_100000_POP,ES20040,618.3
2024,EU_SH_DTH_NCOM,,,,,ES20041,PER_100000_POP,ES20041,628.9
2012,EU_SH_DTH_NCOM,,,,,ES20041,PER_100000_POP,ES20041,867.1
2015,EU_SH_DTH_NCOM,,,,,ES20041,PER_100000_POP,ES20041,627.9
2022,EU_SH_DTH_NCOM,,,,,ES20041,PER_100000_POP,ES20041,636.9
2020,EU_SH_DTH_NCOM,,,,,ES20041,PER_100000_POP,ES20041,958.5
2010,EU_SH_DTH_NCOM,,,,,ES20041,PER_100000_POP,ES20041,289.9
2014,EU_SH_DTH_NCOM,,,,,ES20041,PER_100000_POP,ES20041,899.6
2017,EU_SH_DTH_NCOM,,,,,ES20041,PER_100000_POP,ES20041,320.5
2016,EU_SH_DTH_NCOM,,,,,ES20041,PER_100000_POP,ES20041,963.1
2013,EU_SH_DTH_NCOM,,,,,ES20041,PER_100000_POP,ES20041,583.9
2023,EU_SH_DTH_NCOM,,,,,ES20041,PER_100000_POP,ES20041,949.4
2018,EU_SH_DTH_NCOM,,,,,ES20041,PER_100000_POP,ES20041,969.3
2021,EU_SH_DTH_NCOM,,,,,ES20041,PER_100000_POP,ES20041,315.0
2012,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,501.0
2011,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,494.1
2019,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,583.7
2021,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,569.2
2017,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,542.8
2023,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,634.4
2010,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,452.7
2014,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,549.6
2013,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,560.0
2018,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,575.5
2015,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,387.2
2024,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,631.4
2020,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,482.4
2022,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,427.8
2016,EU_SH_DTH_NCOM,,,,,ES20036,PER_100000_POP,ES20036,514.0
2017,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,614.5
2024,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,687.3
2011,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,615.3
2013,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,571.2
2010,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,795.9
2014,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,761.0
2016,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,523.7
2018,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,659.2
2022,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,439.5
2020,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,565.7
2021,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,772.7
2015,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,691.1
2019,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,537.1
2012,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,522.4
2023,EU_SH_DTH_NCOM,,,,,ES20042,PER_100000_POP,ES20042,616.7
2013,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,629.4
2018,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,797.4
2022,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,143.5
2020,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,153.4
2016,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,938.2
2017,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,1579.8
2019,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,963.1
2011,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,625.5
2010,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,1278.0
2021,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,725.2
2015,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,312.0
2024,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,1004.3
2014,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,1252.0
2012,EU_SH_DTH_NCOM,,,,,ES48048,PER_100000_POP,ES48048,942.7
2013,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,557.8
2014,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,470.9
2018,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,419.6
2022,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,901.3
2021,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,642.8
2020,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,720.9
2015,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,728.2
2011,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,649.2
2010,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,480.3
2019,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,922.8
2012,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,689.1
2023,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,774.9
2024,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,561.6
2017,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,378.7
2016,EU_SH_DTH_NCOM,,,,,ES20043,PER_100000_POP,ES20043,637.3
2024,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,589.6
2017,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,605.1
2020,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,734.8
2012,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,767.6
2021,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,638.4
2013,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,432.6
2016,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,607.5
2014,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,504.7
2015,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,580.8
2022,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,664.5
2019,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,501.4
2023,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,426.5
2011,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,500.5
2018,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,457.7
2010,EU_SH_DTH_NCOM,,,,,ES48094,PER_100000_POP,ES48094,691.7
2019,EU_SH_DTH_NCOM,,,,,ES20044,PER_100000_POP,ES20044,403.2
2018,EU_SH_DTH_NCOM,,,,,ES20044,PER_100000_POP,ES20044,199.8
2022,EU_SH_DTH_NCOM,,,,,ES20044,PER_100000_POP,ES20044,1050.4
2020,EU_SH_DTH_NCOM,,,,,ES20044,PER_100000_POP,ES20044,415.8
2024,EU_SH_DTH_NCOM,,,,,ES20044,PER_100000_POP,ES20044,406.5
2015,EU_SH_DTH_NCOM,,,,,ES20044,PER_100000_POP,ES20044,206.6
2010,EU_SH_DTH_NCOM,,,,,ES20044,PER_100000_POP,ES20044,433.4
2011,EU_SH_DTH_NCOM,,,,,ES20044,PER_100000_POP,ES20044,646.6
2013,EU_SH_DTH_NCOM,,,,,ES20044,PER_100000_POP,ES20044,216.9
2017,EU_SH_DTH_NCOM,,,,,ES20044,PER_100000_POP,ES20044,405.7
2016,EU_SH_DTH_NCOM,,,,,ES20044,PER_100000_POP,ES20044,820.5
2023,EU_SH_DTH_NCOM,,,,,ES20044,PER_100000_POP,ES20044,419.3
2012,EU_SH_DTH_NCOM,,,,,ES20044,PER_100000_POP,ES20044,647.2
2014,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,518.9
2010,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,594.8
2015,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,586.8
2023,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,584.2
2019,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,571.2
2017,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,649.4
2013,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,601.2
2024,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,576.1
2016,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,542.9
2020,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,598.0
2018,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,614.7
2012,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,544.5
2022,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,571.3
2021,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,599.2
2011,EU_SH_DTH_NCOM,,,,,ES20045,PER_100000_POP,ES20045,578.0
2016,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,536.0
2019,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,337.8
2015,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,304.3
2014,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,155.7
2011,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,483.0
2012,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,314.4
2024,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,462.8
2013,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,282.0
2010,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,328.1
2021,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,476.9
2017,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,322.2
2018,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,316.1
2022,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,303.6
2020,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,336.9
2023,EU_SH_DTH_NCOM,,,,,ES01901,PER_100000_POP,ES01901,538.9
2016,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,169.3
2013,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,305.0
2010,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,63.6
2018,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,165.2
2024,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,269.3
2020,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,219.2
2022,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,321.5
2019,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,552.0
2015,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,352.0
2012,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,122.8
2023,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,217.5
2021,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,271.5
2017,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,332.0
2011,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,186.8
2014,EU_SH_DTH_NCOM,,,,,ES20046,PER_100000_POP,ES20046,60.6
2011,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,175.4
2022,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,174.2
2019,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,742.8
2013,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,550.5
2016,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,369.3
2024,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,676.8
2020,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,540.5
2021,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,351.8
2014,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,740.7
2012,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,534.8
2023,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,345.4
2017,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,1306.0
2018,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,1315.8
2015,EU_SH_DTH_NCOM,,,,,ES01027,PER_100000_POP,ES01027,1108.0
2022,EU_SH_DTH_NCOM,,,,,ES48049,PER_100000_POP,ES48049,816.3
2023,EU_SH_DTH_NCOM,,,,,ES48049,PER_100000_POP,ES48049,690.6
